,Name,Region,Type,Population,%0-9YO,%10-19YO,%20-29YO,%30-39YO,%40-49YO,%50-59YO,%60-69YO,%70-79YO,%80+YO,AreaKM2,PopDensity,Businesses,%BusinessGrowth,BusinessesPer1kCap,%Unemployment,UnemploymentChange,2019Wage,HousePrice,%HousePriceGrowth,HousePricePerWage,%OwnOutright,%OwnWithMort,%PrivateRent,%SocialHousing,%Heavy Industry & Manufacturing,%Wholesale & Retail,%Agriculture,%Hospitality,%Public Admin & Defence,%Transport,%Health & Social Work,%Support & Admin,%Education,%Sciences,%FS & ICT,%Other Industry,%NoQuals,%Level1,%Level2,%Level3,%Level4+,%White,%Mixed,%Asian,%Black,%NoReligion,%Christian,%Muslim,%Buddhist,%Hindu,%Jewish,%Sikh,%BornUK,%BornIreland,%BornOtherEU,%BornOtherEurope,%BornAfrica,%BornME,%BornSouthAsia,%BornSEAsia,%BornEastAsia,%BornNAmerica,%BornLatinAmerica,%BornAustralasia,MbpsSpeed,%UnableDecent,%Under10Mbps,LASpendGrowth15to19,%ChildcareGood,%FSM_GoodEarlyYears,%FSM_GoodPrimary,%FSM_GoodKS2,%FSM_GoodSecondary,%FSM_AttainmentScore,%FSM_Neet,%FSM_KS5Score,%FSM_2ALevels,%ProfessionalJobs,%JobsSubLivingWage,%FamiliesOwnHouse,PerPupilFunding,%13-19PerPupilGrowth,%5GoodGCSEs,Avg8Score,PupilProgress,%BadSchools,High Blood Pressure,Depression,Obesity,Diabetes,Asthma,DiseasesPerPop,%LeaveVote,%17Turnout,Winner_17,seat_types_17,seat_types_yg
E14000963,St Helens South and Whiston,North West,Large Town,103046,0.118,0.1091,0.1212,0.1244,0.1278,0.1437,0.1115,0.0917,0.0527,64.11677336444221,1607.1613494066926,2645,0.2808716707021792,25.668148205655733,0.051850672,-0.012374973999999995,580,123500.0,0.1227272727272728,4.094827586206897,0.323303413,0.34497081,0.111059833,0.202898216,0.204,0.16899999999999998,0.002,0.047,0.062,0.059,0.17800000000000002,0.048,0.085,0.038,0.05,0.06,0.28800000000000003,0.1935,0.1745,0.13149999999999998,0.2125,0.973593491,0.008553802,0.014494769,0.001927337,0.196876521,0.791181935,0.003973892,0.001967076,0.00348709,0.000407324,0.00027817200000000003,0.970434247,0.004132847,0.008464389000000001,0.000755039,0.0030897,0.0007848439999999999,0.005325015,0.002652573,0.0017683820000000004,0.001529948,0.00031791160000000003,0.000745105,60.4,0.00996,0.212,0.02,0.9231,0.5054,0.9343,0.3899,0.1716,35.55,0.8435,23.43,0.2725,0.2362,0.2743,0.6793,4457.02,-0.05599410343140476,0.563,43.1,-0.57,0.475,0.17007,0.14025,0.10898,0.07612999999999999,0.0704,0.8343300000000001,0.561,0.6701376587884003,Lab,lab safe,lab safe
E14000964,St Ives,South West,Rural,87315,0.0978,0.1041,0.08839999999999999,0.0953,0.1173,0.1527,0.1499,0.1249,0.0696,530.400422766976,164.62090950926827,3840,0.09871244635193133,43.978697818244285,0.024037471,-0.006033152999999999,450,239000.0,0.2746666666666666,10.213675213675213,0.410852919,0.25677645,0.17548554600000002,0.129832278,0.14800000000000002,0.157,0.038,0.112,0.085,0.039,0.123,0.042,0.097,0.05,0.034,0.076,0.218,0.1845,0.1845,0.1355,0.2765,0.982460884,0.009039933,0.005101861,0.001492941,0.3949004900000001,0.5892649320000001,0.001069745,0.004596377,0.000634794,0.00079937,0.000141065,0.955176508,0.003491366,0.017256986000000002,0.001105011,0.005583835,0.000705326,0.002409865,0.002762528,0.0024333758,0.005125372,0.000834636,0.003115191,26.1,0.02273,0.2832,0.0254,0.9546,0.4262,0.8174,0.3911,0.8595,37.1,0.8597,30.05,0.4111,0.2646,0.3683,0.618,4673.14,-0.07492066885606752,0.633,46.3,0.0,0.065,0.16863,0.05763,0.12041,0.06477000000000001,0.06456,0.7731100000000001,0.5479999999999999,0.7645394295926726,Con,con ld marginal,con ld marginal
E14000965,Stafford,West Midlands,Large Town,98827,0.1059,0.1073,0.1219,0.1243,0.12990000000000002,0.141,0.1158,0.0996,0.0543,291.0075475991701,339.6028756481705,3445,0.14642262895174718,34.85889483643134,0.024367947,-0.007738452,600,189750.0,0.27348993288590595,6.081730769230768,0.344907178,0.348605182,0.136280155,0.15169264400000002,0.185,0.166,0.011,0.051,0.102,0.047,0.146,0.041,0.098,0.047,0.048000000000000015,0.059,0.204,0.17925000000000002,0.17325,0.14925,0.29525,0.939709202,0.014571414,0.030885518,0.010372159,0.3087396990000001,0.659083513,0.010267178,0.004010288,0.00828303,0.0003779330000000001,0.004776652,0.931373682,0.005543016,0.021269225,0.001175791,0.008608471999999999,0.002404073,0.015400766,0.004073277,0.0032649201,0.004409217,0.001028817,0.0014487430000000002,57.7,0.01867,0.1976,-0.0069,0.9653,0.5538,0.4517,0.3046,0.5568,37.67,0.9128,21.63,0.26,0.2893,0.221,0.7139,4281.47,-0.06908375369629494,0.664,47.4,-0.03,0.13,0.15349000000000002,0.09501,0.10037,0.06722,0.05922,0.7155800000000001,0.575,0.7604061655343707,Con,con lab marginal,con safe
E14000966,Staffordshire Moorlands,West Midlands,Small Town,78744,0.0965,0.1059,0.0952,0.0984,0.132,0.15689999999999998,0.1362,0.1167,0.0622,513.489485112166,153.35075455887718,3410,0.1272727272727272,43.30488672152799,0.018452408,-0.006657200999999998,610,162500.0,0.231060606060606,5.1229508196721305,0.445115028,0.351777711,0.098775022,0.088258142,0.243,0.156,0.025,0.045,0.044,0.044,0.131,0.04,0.092,0.049,0.065,0.065,0.266,0.18,0.16899999999999998,0.13299999999999998,0.252,0.986649123,0.006423899999999999,0.00513396,0.0011609460000000002,0.2784463970000001,0.7133366870000001,0.001831714,0.001728519,0.000709467,0.00021929,0.000490177,0.977013273,0.0021284010000000003,0.010203424,0.0007739639999999999,0.0023218920000000003,0.000528875,0.001728519,0.001625324,0.0011867444000000001,0.0013286379999999998,0.0003095858,0.0008513599999999999,40.6,0.04767,0.2099,-0.1292,0.9566,0.5742,0.863,0.2917,0.8633,37.14,0.897,22.97,0.4265,0.2272,0.3737,0.7882,4360.91,-0.06496293866279013,0.608,43.9,-0.05,0.16,0.18367,0.11379,0.13635,0.07651000000000001,0.06763,0.8599600000000001,0.647,0.7072241542839077,Con,con safe,con safe
E14000967,Stalybridge and Hyde,North West,Small Town,94678,0.1318,0.1138,0.1187,0.1292,0.1321,0.1429,0.108,0.083,0.0405,63.222053437095795,1497.547056015857,2670,0.16849015317286642,28.200849194110564,0.049901346,-0.0068986780000000044,500,137995.0,0.14995833333333342,5.3075,0.27256418,0.369996968,0.123938751,0.219046897,0.241,0.165,0.002,0.044,0.059,0.048,0.128,0.045,0.091,0.053,0.064,0.061,0.263,0.20925,0.18425,0.13225,0.21125,0.92971441,0.012153913,0.051831262,0.005046872,0.317614999,0.630085023,0.040494877,0.002005668,0.005940702,0.000457816,0.000446915,0.944942228,0.005624591,0.01381077,0.000959233,0.006115107,0.000861129,0.020525398,0.001645956,0.0020383691,0.001918465,0.0005450182,0.001013735,33.1,0.0019,0.2102,0.0088,0.962,0.4501,0.8701,0.4235,0.6169,38.01,0.8685,29.82,0.3465,0.2739,0.3167,0.6584,4761.01,-0.08236529917989344,0.5920000000000001,42.2,-0.34,0.25,0.16035,0.11998,0.10783,0.0758,0.06942999999999999,0.7782499999999999,0.593,0.5963393969947766,Lab,lab safe,con lab marginal
E14000968,Stevenage,East of England,Large Town,98203,0.1343,0.1106,0.1236,0.1468,0.1286,0.1419,0.0973,0.0694,0.047400000000000005,63.429187255107614,1548.230463761653,3770,0.3368794326241136,38.38986589004409,0.025903711,-0.019331332,580,275000.0,0.6666666666666667,9.118037135278517,0.237419421,0.360333274,0.113715698,0.269116111,0.193,0.185,0.002,0.048,0.054000000000000006,0.051,0.123,0.051,0.081,0.063,0.087,0.061,0.209,0.223,0.188,0.12899999999999998,0.251,0.88487345,0.025564804,0.05397486,0.030851877000000007,0.400564804,0.5541341089999999,0.018260574,0.0049154920000000005,0.011349159,0.002027773,0.003514099,0.8875594529999999,0.010096399,0.027560727,0.003365466,0.023621964,0.002399355,0.020160948,0.011327926,0.0039175303,0.006433667,0.0015924914999999999,0.001953456,69.9,0.00371,0.1485,-0.0773,0.8935,0.532,0.9213,0.4396,0.542,33.41,0.8911,26.23,0.3178,0.3349,0.1907,0.5872,4422.81,-0.06332714223087221,0.63,45.1,-0.11,0.175,0.13202,0.10968,0.10819,0.06389,0.05734,0.6713800000000001,0.57,0.6990461386278527,Con,con lab marginal,con safe
E14000969,Stockport,North West,Large Town,89269,0.1389,0.1113,0.1249,0.1543,0.1369,0.134,0.0957,0.0632,0.0408,21.910761888990997,4074.2079372809467,3425,0.1871750433275563,38.367182336533396,0.048538583,-0.012089865000000005,630,165000.0,0.2452830188679245,5.0366300366300365,0.25690403100000003,0.35451275,0.15035446,0.217199238,0.16799999999999998,0.154,0.001,0.048,0.047,0.058,0.14800000000000002,0.058,0.105,0.07200000000000001,0.083,0.062,0.237,0.18675,0.16574999999999998,0.12775,0.28275,0.907323556,0.02194597,0.056170393,0.009361732,0.358203865,0.587566302,0.039881449,0.003293072,0.00570407,0.001411316,0.000564527,0.921542569,0.01237254,0.016829948,0.002763828,0.008597269,0.005774636,0.017512084,0.004410364,0.004292754,0.003410681,0.000858551,0.0016347750000000002,63.5,0.00095,0.1364,0.0135,0.9605,0.4871,0.9585,0.3797,0.8096,41.23,0.8383,24.63,0.3095,0.2954,0.2413,0.6546,4287.04,-0.0959960187926482,0.7170000000000001,50.4,0.19,0.045,0.13888,0.13860999999999998,0.09817,0.06469,0.06874,0.74662,0.46799999999999997,0.6482502023787284,Lab,lab safe,lab safe
E14000970,Stockton North,North East,Large Town,92832,0.12710000000000002,0.1142,0.1259,0.13269999999999998,0.1156,0.1426,0.1128,0.0802,0.049,120.637874296899,769.5095801467239,2450,0.33514986376021794,26.39176146156498,0.068081309,-0.012660836999999994,530,120000.0,0.13154172560113153,4.354136429608127,0.272020995,0.35797432799999995,0.130956712,0.228212857,0.219,0.173,0.003,0.056,0.061,0.05,0.151,0.049,0.08900000000000001,0.048,0.047,0.054000000000000006,0.279,0.21475,0.17875,0.13674999999999998,0.19075000000000006,0.959710104,0.009996414,0.021600947,0.006551998000000001,0.2990666390000001,0.679712712,0.013256115,0.001803701,0.002173134,0.00040203,0.001249552,0.96102485,0.002520835,0.009876892,0.0008692530000000001,0.007660296,0.002238328,0.006769311,0.003683461,0.002738148,0.001358208,0.000347701,0.000912716,70.4,0.02044,0.184,0.0118,0.9804,0.4793,0.7478,0.3293,0.4316,39.07,0.7964,28.19,0.2235,0.2537,0.2207,0.6483,4479.39,-0.06973957468017933,0.5710000000000001,41.6,-0.37,0.16,0.15537,0.13673,0.13995,0.06949,0.06595,0.84373,0.6629999999999999,0.645772044957381,Lab,lab safe,con lab marginal
E14000971,Stockton South,North East,Small Town,104381,0.1244,0.1191,0.117,0.1306,0.1304,0.1392,0.1128,0.08070000000000001,0.0459,84.3020592441183,1238.1785324808964,3015,0.3400000000000001,28.884567114704787,0.039469387,-0.011839125,610,163000.0,0.12413793103448277,5.138713745271122,0.315098468,0.421975266,0.131463133,0.119047034,0.20200000000000004,0.16,0.002,0.046,0.07400000000000001,0.043,0.146,0.042,0.109,0.062,0.062,0.053,0.199,0.1885,0.1775,0.1535,0.2805,0.933689507,0.010815751,0.046637276,0.005322514,0.27170933,0.684565713,0.029354168,0.00222943,0.004770178,0.0005724209999999999,0.005121665,0.947668638,0.002339898,0.01113711,0.00125531,0.007079948000000001,0.003434528,0.015897245,0.003434528,0.004107374400000001,0.002078793,0.000642719,0.000923908,65.5,0.040060000000000005,0.1962,0.0118,0.968,0.4858,0.9589,0.3625,0.4647,39.1,0.8564,28.79,0.2907,0.3472,0.226,0.7354,4345.79,-0.08294997974204876,0.711,49.0,0.04,0.12,0.14048,0.13296,0.12839,0.06513,0.06315,0.76969,0.578,0.7128066115702479,Lab,con lab marginal,con lab marginal
E14000972,Stoke-on-Trent Central,West Midlands,Small City,86669,0.1284,0.1155,0.17559999999999998,0.1425,0.1168,0.1204,0.0945,0.0677,0.0387,30.275349228834894,2862.691998857425,2350,0.21761658031088094,27.11465460545293,0.063804603,-0.010968712999999993,510,100000.0,0.2507817385866167,3.770739064856712,0.254163927,0.27161407,0.181706114,0.27038132800000003,0.203,0.202,0.001,0.063,0.038,0.065,0.155,0.051,0.077,0.028,0.048,0.07,0.319,0.18175,0.16375,0.15075,0.18475000000000005,0.85220928,0.020612726,0.097251637,0.020408163,0.33426790500000003,0.571236042,0.069539372,0.00533067,0.012021082,0.00038506,0.002767616,0.884397863,0.00274355,0.026015595,0.003092511,0.015450519,0.008254717,0.040744128,0.008278783,0.0057879286000000005,0.002996246,0.0006497880000000001,0.001588371,63.7,0.0049700000000000005,0.175,-0.0236,0.9305,0.5239,0.7802,0.3496,0.1369,36.4,0.8642,28.13,0.251,0.2406,0.1953,0.5932,4428.99,-0.04247784549462008,0.66,47.4,0.06,0.30000000000000004,0.15050999999999998,0.13066,0.13091,0.07658,0.06034,0.78735,0.648,0.5834841430202934,Lab,con lab marginal,con lab marginal
E14000973,Stoke-on-Trent North,West Midlands,Small City,99615,0.1354,0.1145,0.1295,0.13269999999999998,0.1246,0.1288,0.107,0.083,0.0446,42.1898830820661,2361.111070306424,2245,0.206989247311828,22.536766551222204,0.056859763,-0.008362794,470,110000.0,0.25,4.500818330605565,0.297517072,0.320198827,0.13529426,0.22768622,0.25999999999999995,0.196,0.002,0.049,0.037000000000000005,0.065,0.133,0.049,0.07400000000000001,0.029,0.05,0.057,0.355,0.2005,0.17350000000000002,0.1205,0.1495,0.900201623,0.018456289,0.061955229,0.013110686000000002,0.31695186900000005,0.617308587,0.057157628,0.001830119,0.00180944,0.000155095,0.001716383,0.9300108569,0.002150649,0.016988058,0.002057592,0.009212635,0.006627721,0.022623171,0.004321977,0.0020265733,0.002491858,0.0004135859,0.001075324,59.2,0.00362,0.1738,-0.0236,0.9583,0.5482,0.841,0.3539,0.7601,35.56,0.9095,18.59,0.2616,0.1509,0.3613,0.6179,4731.06,-0.03812873581913556,0.528,40.5,-0.36,0.075,0.16530999999999998,0.14171,0.14535,0.08114,0.06041000000000001,0.8509499999999999,0.721,0.5856647754269264,Lab,con lab marginal,con lab marginal
E14000974,Stoke-on-Trent South,West Midlands,Small City,89881,0.1307,0.1138,0.1228,0.126,0.1196,0.1348,0.1169,0.0898,0.0456,32.8398623694777,2736.948132996378,1915,0.1641337386018238,21.305948976980677,0.045685214,-0.008214833999999997,520,125000.0,0.20192307692307687,4.622781065088756,0.318274403,0.344205359,0.104115527,0.214524469,0.242,0.194,0.001,0.048,0.044,0.064,0.146,0.046,0.08,0.032,0.045,0.057,0.335,0.193,0.17800000000000002,0.125,0.16899999999999998,0.925004747,0.012999922,0.050000558,0.009236199,0.299489608,0.648521873,0.041702498,0.001965624,0.002490535,0.000256871,0.00212198,0.94775461,0.001976792,0.012910575,0.001250852,0.007605623999999998,0.001518891,0.019488714,0.002758574,0.0017310896,0.0016752479999999998,0.00041322730000000005,0.000915802,50.2,0.00252,0.2279,-0.0236,0.9364,0.5886,0.77,0.3543,0.4141,37.82,0.8898,30.94,0.244,0.2036,0.3013,0.6554,4534.15,-0.02538137624322101,0.4920000000000001,41.1,-0.33,0.355,0.17187,0.13658,0.15066,0.08338,0.06425,0.8664599999999999,0.711,0.6326505896422786,Con,con lab marginal,con safe
E14000975,Stone,West Midlands,Rural,86018,0.0936,0.103,0.0949,0.0971,0.1276,0.1599,0.1394,0.1223,0.0623,621.070435182188,138.4995889794159,4065,0.1307371349095967,47.25755074519287,0.015006908,-0.006619089999999996,570,208950.0,0.3059375,7.049595141700405,0.4222774070000001,0.363849438,0.104383493,0.091883144,0.218,0.149,0.028,0.047,0.061,0.04,0.133,0.04,0.109,0.055,0.054000000000000006,0.066,0.22,0.17,0.168,0.128,0.314,0.97979798,0.007940747,0.008617313,0.00251635,0.243539983,0.745005875,0.0034421770000000003,0.00168548,0.001827915,0.0005103919999999999,0.001139479,0.9684981420000001,0.003335351,0.010967489,0.000890218,0.004308656,0.001032653,0.003750786,0.00169735,0.0013056531999999998,0.002457002,0.000534131,0.001210696,34.9,0.04388,0.218,-0.1204,0.8966,0.4824,0.9363,0.2188,0.6373,40.88,0.9079,30.65,0.3461,0.3906,0.3217,0.7979999999999999,4222.67,-0.06315490545400493,0.6829999999999999,47.7,0.06,0.14500000000000002,0.17723,0.1023,0.1011,0.0698,0.06191,0.77176,0.575,0.7391336400094362,Con,con safe,con safe
E14000976,Stourbridge,West Midlands,Large Town,90444,0.1161,0.1129,0.1101,0.1229,0.1283,0.1375,0.1193,0.0967,0.0563,27.402610884250702,3300.561409350287,2865,0.08522727272727271,31.677059838131882,0.046385341,-0.012493742000000002,600,172000.0,0.2198581560283688,5.512820512820514,0.35918704799999995,0.358947003,0.100472088,0.158989678,0.243,0.18,0.001,0.04,0.061,0.042,0.123,0.042,0.104,0.055,0.056,0.053,0.276,0.18325,0.17825,0.13325,0.22925,0.919321514,0.014318404,0.05532969,0.006409402,0.295454545,0.645205723,0.045210166,0.002055008,0.002254954,0.000433218,0.005765129,0.95211277,0.003276904,0.008875411,0.001188572,0.004809829,0.002310495,0.020638941,0.001566249,0.0024549006,0.00167733,0.0004443263,0.000644273,61.0,0.0034,0.1634,0.0101,0.9311,0.4795,0.7682,0.3515,0.6432,34.83,0.9023,26.85,0.3571,0.2588,0.3543,0.7253,4352.37,-0.07342168289956896,0.6459999999999999,44.6,-0.16,0.32,0.19161,0.11643,0.1551,0.07912999999999999,0.07028,0.91944,0.637,0.6723207291889197,Con,con safe,con safe
E14000977,Stratford-on-Avon,West Midlands,Rural,93810,0.099,0.1027,0.0906,0.1013,0.126,0.1528,0.1326,0.1195,0.0755,670.7303484565219,139.86246517080173,6470,0.16998191681735975,68.96919304978147,0.017578762,-0.003750465999999997,620,305000.0,0.4153132250580047,9.460297766749381,0.398353355,0.315814002,0.133492129,0.125854391,0.177,0.16699999999999998,0.023,0.07,0.035,0.032,0.093,0.056,0.097,0.087,0.08600000000000002,0.078,0.195,0.16475,0.16675,0.12675,0.34775,0.971228387,0.011018194,0.013617358,0.00237315,0.28150073499999995,0.703763137,0.0027573740000000004,0.00270087,0.002395751,0.0013673860000000002,0.002011527,0.93348401,0.006000678000000001,0.028511696,0.001808114,0.007763589,0.00126568,0.004102158,0.003424116,0.004395977,0.005526048,0.000926658,0.0027912759999999997,37.3,0.0331,0.2159,0.1,0.9847,0.5551,0.8137,0.3962,0.9186,42.43,0.941,29.65,0.3417,0.3768,0.2967,0.7227,4319.08,-0.03776035574804448,0.7879999999999999,56.4,0.26,0.055,0.16312,0.10347,0.07515,0.056270000000000014,0.0596,0.7289699999999999,0.51,0.7397343328005291,Con,con safe,con safe
E14000978,Streatham,London,Large City,124358,0.1229,0.08810000000000001,0.1886,0.2426,0.1322,0.107,0.0606,0.0347,0.0234,10.445456441374699,11905.463461358668,4435,0.5188356164383561,35.663166020682226,0.038007961,-0.023461659000000003,710,500000.0,0.8467220683287164,13.542795232936074,0.13891097800000002,0.254677102,0.315971205,0.268153853,0.07800000000000001,0.103,0.0,0.075,0.053,0.033,0.103,0.07400000000000001,0.09,0.136,0.158,0.097,0.135,0.1225,0.1285,0.1225,0.4925,0.581941137,0.074952628,0.077264746,0.243320063,0.35399753100000003,0.534308016,0.079724632,0.007657806,0.014081324,0.003746328,0.001538515,0.6113815349999999,0.018053648,0.121264538,0.010039462,0.09251082199999999,0.004519931,0.026511135,0.009770005,0.00663213,0.050432001,0.028823252999999997,0.020061540000000003,42.7,0.00202,0.1229,-0.0078,0.9067,0.5579999999999999,0.9069,0.4885,0.9121,45.9,0.8967,31.05,0.5279,0.3285,0.2187,0.3835,6118.49,-0.07247824636934186,0.657,47.1,0.12,0.09000000000000001,0.0906,0.07687999999999999,0.06359,0.05425,0.04453,0.45283,0.205,0.7114648628717466,Lab,lab safe,lab safe
E14000979,Stretford and Urmston,North West,Small Town,101246,0.1325,0.1244,0.1119,0.1413,0.1365,0.1417,0.097,0.0689,0.045700000000000005,46.7548882218889,2165.4634167770373,3725,0.12198795180722888,36.791576951188205,0.044563847,-0.00951466,630,206000.0,0.4714285714285715,6.288156288156288,0.29023044600000003,0.353236989,0.118103701,0.221243043,0.15899999999999995,0.168,0.001,0.05,0.054000000000000006,0.058,0.145,0.056,0.101,0.06,0.087,0.062,0.227,0.192,0.17900000000000002,0.134,0.268,0.792544735,0.033620594,0.10960111,0.053347376,0.2666659920000001,0.613849254,0.093509808,0.0029974990000000003,0.0052456230000000005,0.001306342,0.013762165,0.8688290520000002,0.019534375,0.025043292,0.0017012829999999998,0.018582467,0.004789922,0.036415559,0.00348358,0.0045671344,0.014450779,0.001174695,0.001427863,53.0,0.00155,0.1555,0.0027,0.908,0.4948,0.8924,0.4211,0.6976,39.93,0.8499,30.69,0.382,0.308,0.2613,0.6727,4505.81,-0.07350770053256017,0.679,49.2,-0.08,0.14,0.14396,0.13608,0.10354,0.07322999999999999,0.07515,0.7879200000000002,0.489,0.7000403714170368,Lab,lab safe,lab safe
E14000980,Stroud,South West,Rural,105686,0.1095,0.1125,0.0932,0.108,0.1383,0.1552,0.1281,0.0999,0.0554,385.49807498171504,274.15441699679803,5285,0.14517876489707482,50.006623393827,0.017433063999999998,-0.010176442000000004,540,253250.0,0.4471469918485482,9.018874643874645,0.374218363,0.35484556,0.124023691,0.127280021,0.242,0.142,0.013,0.046,0.05,0.032,0.124,0.042,0.105,0.07200000000000001,0.073,0.06,0.183,0.189,0.16699999999999998,0.132,0.33,0.978700809,0.011220646,0.006522,0.002474553,0.3666145710000001,0.617365953,0.002204055,0.003336138,0.001061954,0.000901659,0.000270498,0.946080789,0.003957281,0.022140739,0.001813337,0.007924582,0.001122065,0.002785125,0.002775106,0.0019936687,0.005399936,0.0010419175999999998,0.0029654570000000003,38.6,0.03192,0.2663,-0.0614,0.9764,0.5494,0.9101,0.3769,0.8688,38.42,0.8681,24.84,0.3146,0.2774,0.1837,0.7393,4327.22,-0.023337591578605155,0.762,52.8,0.07,0.14,0.1437,0.08208,0.08019,0.06248,0.06957,0.7076399999999999,0.45899999999999996,0.771532732167216,Lab,con lab marginal,con lab marginal
E14000981,Suffolk Coastal,East of England,Rural,103243,0.0927,0.0997,0.0855,0.0903,0.1103,0.1508,0.153,0.1331,0.08460000000000001,754.330577331869,136.86704888084907,4680,0.1373025516403401,45.32994973024805,0.019636215,-0.0047168170000000025,600,270000.0,0.5,8.653846153846152,0.434405632,0.27528128,0.141534421,0.12799674,0.15899999999999995,0.145,0.023,0.064,0.065,0.105,0.117,0.043,0.091,0.05,0.068,0.06899999999999999,0.228,0.1925,0.1775,0.1215,0.2805,0.970887624,0.011503432,0.012099831,0.003982735,0.354716104,0.630555864,0.003548071,0.003143732,0.001981259,0.001101823,0.000545857,0.941664055,0.004134362,0.020621266,0.00151627,0.009036966999999998,0.000929979,0.00539792,0.0039524090000000005,0.0026585258,0.006560393,0.001010846,0.002517007,34.8,0.032510000000000004,0.2351,-0.0202,0.8206,0.4975,0.8935,0.3295,0.5051,37.13,0.7899,21.35,0.2896,0.2661,0.2137,0.6476,4289.77,-0.050467376603943966,0.6509999999999999,45.2,-0.01,0.18,0.17364000000000002,0.10005,0.10827,0.06544,0.06706000000000001,0.83229,0.552,0.7346974775092608,Con,con safe,con safe
E14000982,Sunderland Central,North East,Small City,101695,0.1037,0.1031,0.1634,0.1245,0.1156,0.1417,0.1137,0.0806,0.0537,28.98853264934389,3508.111335959659,2535,0.2246376811594204,24.927479227100644,0.070349313,-0.013625305000000004,480,124975.0,0.06861906797776829,5.007011217948718,0.286304874,0.304485862,0.185190261,0.212621625,0.19400000000000006,0.151,0.001,0.07,0.071,0.047,0.155,0.048,0.101,0.032,0.065,0.065,0.275,0.1975,0.1625,0.1395,0.2255,0.919537468,0.008569855,0.056795315,0.0091305,0.274345497,0.6827952140000001,0.028813135,0.00324373,0.004344997,0.000450518,0.004124743,0.925934825,0.00291335,0.01415628,0.001221405,0.010472041999999999,0.004725434000000001,0.019472393,0.009270661,0.0088702005,0.001711969,0.0006607596000000001,0.000590679,47.5,0.0042,0.2085,0.0045,0.9006,0.5067,0.98,0.4784,0.6175,38.9,0.8801,25.15,0.2688,0.2205,0.2563,0.662,4485.31,-0.07317773713955089,0.626,46.8,-0.2,0.135,0.1669,0.10459,0.11992,0.06879,0.05748,0.79475,0.599,0.6213150368496315,Lab,lab safe,lab safe
E14000983,Surrey Heath,South East,Small Town,109011,0.1173,0.1158,0.1019,0.119,0.1462,0.1485,0.1075,0.08789999999999999,0.0559,108.11529124445299,1008.2847555164217,5370,0.17377049180327875,49.26108374384236,0.010131369,-0.011390795,700,380000.0,0.5833333333333333,10.43956043956044,0.343371624,0.422133594,0.117139923,0.099754018,0.156,0.149,0.002,0.043,0.068,0.058,0.107,0.057,0.086,0.083,0.125,0.067,0.159,0.18525000000000005,0.17425000000000002,0.13525,0.34525,0.910683178,0.017789518,0.05546088,0.010101871,0.31636749200000003,0.634770507,0.016757555,0.007659244,0.013907824,0.001770431,0.004790578,0.875994092,0.007886465,0.031593199,0.003768083,0.022296069,0.003597667,0.024350526,0.009675831,0.006002424000000001,0.007763386999999998,0.002650912,0.004421344000000001,65.3,0.00335,0.1402,-0.055,0.9373,0.5515,0.9057,0.3695,0.9467,38.18,0.9064,27.98,0.3503,0.3937,0.146,0.7593,4234.47,-0.046543936521375014,0.721,48.9,0.0,0.03,0.13407,0.08035,0.06824,0.05666,0.05595,0.5894100000000001,0.519,0.7187360705264721,Con,con safe,con safe
E14000984,Sutton and Cheam,London,Large City,101980,0.1347,0.1083,0.1026,0.158,0.15380000000000002,0.1317,0.0904,0.0723,0.0482,18.3422401952665,5559.844321868467,4750,0.5397082658022689,46.57776034516572,0.023797057000000003,-0.005250445999999995,660,377000.0,0.7534883720930232,10.984848484848484,0.314406417,0.395830714,0.187466995,0.088767068,0.141,0.136,0.001,0.037000000000000005,0.07,0.05,0.134,0.055,0.094,0.086,0.122,0.073,0.171,0.17800000000000002,0.171,0.13399999999999998,0.34600000000000003,0.7860351809999999,0.034959504,0.12930270800000002,0.034769679,0.30796000999999995,0.583006412,0.045484266,0.008046486,0.046106471,0.003437948,0.001961529,0.7804247870000001,0.013298321,0.048563655,0.009343626,0.042489244,0.010282207,0.051927782,0.01136843,0.014004893000000001,0.00765629,0.006527883000000001,0.0041128829999999995,62.5,0.00012,0.0989,-0.0217,0.914,0.5018,0.945,0.4774,0.9388,47.64,0.9194,29.79,0.4331,0.371,0.413,0.7254,4389.07,-0.023841984578328423,0.785,55.4,0.32,0.025,0.12225,0.08109,0.06128,0.06306,0.04983,0.56733,0.513,0.7399153457189932,Con,con safe,con safe
