pcon-code,pcon-nm,Name,Speed,Superfast,UnableDecent,Under2,Under10,Over30
E14000896,Richmond Park,Richmond Park,65.7,0.98542,0.00263,0.00820,0.11290,0.66650
E14000897,Rochdale,Rochdale,42.7,0.98533,0.00402,0.02160,0.24920,0.57420
E14000898,Rochester and Strood,Rochester and Strood,55.6,0.95788,0.01428,0.01660,0.18930,0.61170
E14000899,Rochford and Southend East,Rochford and Southend East,57.3,0.96379,0.00829,0.00570,0.09660,0.58680
E14000900,Romford,Romford,61.8,0.98750,0.00271,0.01410,0.18220,0.67060
E14000901,Romsey and Southampton North,Romsey and Southampton North,46.1,0.90885,0.02968,0.02320,0.24480,0.50690
S14000055,"Ross, Skye and Lochaber","Ross, Skye and Lochaber",24.6,0.70180,0.18636,0.05500,0.37620,0.32660
E14000902,Rossendale and Darwen,Rossendale and Darwen,42.3,0.95631,0.01083,0.02520,0.19930,0.54950
E14000903,Rother Valley,Rother Valley,38.2,0.97983,0.00578,0.02350,0.22240,0.46950
E14000904,Rotherham,Rotherham,53,0.99097,0.00266,0.01540,0.22740,0.57560
E14000905,Rugby,Rugby,53.5,0.96147,0.01380,0.02160,0.19550,0.63740
E14000906,"Ruislip, Northwood and Pinner","Ruislip, Northwood and Pinner",57.9,0.98429,0.00885,0.00930,0.14830,0.64440
E14000907,Runnymede and Weybridge,Runnymede and Weybridge,54.9,0.97600,0.00528,0.01200,0.16520,0.62730
E14000908,Rushcliffe,Rushcliffe,62.1,0.97706,0.00633,0.01240,0.11600,0.65950
S14000056,Rutherglen and Hamilton West,Rutherglen and Hamilton West,62.4,0.98347,0.00576,0.01210,0.17500,0.63410
E14000909,Rutland and Melton,Rutland and Melton,44.6,0.92335,0.02734,0.02290,0.17320,0.53020
E14000910,Saffron Walden,Saffron Walden,32,0.84746,0.07059,0.03430,0.26100,0.38960
E14000911,Salford and Eccles,Salford and Eccles,51.5,0.95122,0.03543,0.00610,0.15760,0.52020
E14000912,Salisbury,Salisbury,50.4,0.95688,0.01131,0.02010,0.18960,0.59200
E14000913,Scarborough and Whitby,Scarborough and Whitby,30.9,0.92458,0.02429,0.01910,0.20210,0.45770
E14000914,Scunthorpe,Scunthorpe,65.1,0.98315,0.00955,0.03260,0.16980,0.71870
E14000915,Sedgefield,Sedgefield,33,0.88902,0.03973,0.02430,0.20340,0.47600
E14000916,Sefton Central,Sefton Central,59.2,0.97792,0.00596,0.00960,0.15470,0.61380
E14000917,Selby and Ainsty,Selby and Ainsty,30.3,0.87156,0.03580,0.02960,0.24080,0.46620
E14000918,Sevenoaks,Sevenoaks,47.7,0.93064,0.01284,0.02210,0.21090,0.50950
E14000919,Sheffield Central,Sheffield Central,50.5,0.87953,0.03533,0.01590,0.20380,0.50880
E14000920,Sheffield South East,Sheffield South East,35.6,0.97780,0.00622,0.02100,0.27580,0.48400
E14000921,"Sheffield, Brightside and Hillsborough","Sheffield, Brightside and Hillsborough",55.3,0.99202,0.00570,0.03310,0.26710,0.63450
E14000922,"Sheffield, Hallam","Sheffield, Hallam",36.8,0.95802,0.00424,0.02250,0.24890,0.51880
E14000923,"Sheffield, Heeley","Sheffield, Heeley",45.8,0.98125,0.00108,0.01220,0.21300,0.52630
E14000924,Sherwood,Sherwood,55,0.97288,0.00758,0.01600,0.15040,0.62490
E14000925,Shipley,Shipley,49.4,0.96473,0.01203,0.01390,0.20390,0.56900
E14000926,Shrewsbury and Atcham,Shrewsbury and Atcham,28.7,0.87943,0.04322,0.03270,0.31100,0.43370
E14000927,Sittingbourne and Sheppey,Sittingbourne and Sheppey,47.4,0.95195,0.01314,0.01620,0.17830,0.58680
E14000928,Skipton and Ripon,Skipton and Ripon,40.5,0.85684,0.06988,0.03010,0.22210,0.41540
E14000929,Sleaford and North Hykeham,Sleaford and North Hykeham,42.7,0.92839,0.02939,0.03300,0.19380,0.56800
E14000930,Slough,Slough,54.6,0.99549,0.00335,0.02410,0.18700,0.63440
E14000931,Solihull,Solihull,65.2,0.98651,0.00879,0.00840,0.15180,0.67360
E14000932,Somerton and Frome,Somerton and Frome,35,0.81079,0.09885,0.02880,0.24830,0.42680
N06000014,South Antrim,South Antrim,38.9,0.87353,0.05945,0.03910,0.24170,0.53150
E14000933,South Basildon and East Thurrock,South Basildon and East Thurrock,58,0.95464,0.01264,0.02530,0.16410,0.59830
E14000934,South Cambridgeshire,South Cambridgeshire,51.2,0.95806,0.01034,0.02280,0.16440,0.61350
E14000935,South Derbyshire,South Derbyshire,36.1,0.91799,0.03238,0.03260,0.24050,0.54130
E14000936,South Dorset,South Dorset,30.4,0.94803,0.01244,0.01820,0.22270,0.44810
N06000015,South Down,South Down,31,0.80474,0.10084,0.05410,0.25550,0.43330
E14000937,South East Cambridgeshire,South East Cambridgeshire,49,0.94229,0.01984,0.01840,0.14520,0.58830
E14000938,South East Cornwall,South East Cornwall,33.7,0.90191,0.02985,0.03460,0.20990,0.41820
E14000939,South Holland and The Deepings,South Holland and The Deepings,28.6,0.87731,0.04142,0.02460,0.23900,0.41020
E14000940,South Leicestershire,South Leicestershire,40.7,0.96128,0.01231,0.02200,0.21600,0.55620
E14000941,South Norfolk,South Norfolk,29.4,0.86655,0.04601,0.03100,0.26800,0.42310
E14000942,South Northamptonshire,South Northamptonshire,43.3,0.92896,0.04112,0.02330,0.20660,0.56800
E14000943,South Ribble,South Ribble,47.5,0.95046,0.01515,0.02210,0.18560,0.57490
E14000944,South Shields,South Shields,65.6,0.99254,0.00480,0.01730,0.18240,0.67140
E14000945,South Staffordshire,South Staffordshire,30.7,0.92559,0.02346,0.03360,0.22960,0.47030
E14000946,South Suffolk,South Suffolk,45.6,0.92609,0.01994,0.03940,0.24000,0.46060
E14000947,South Swindon,South Swindon,60.4,0.91203,0.03523,0.01080,0.15290,0.60250
E14000948,South Thanet,South Thanet,29.3,0.95828,0.01056,0.01610,0.22030,0.43480
E14000949,South West Bedfordshire,South West Bedfordshire,55.2,0.97534,0.00776,0.00810,0.13540,0.59410
E14000950,South West Devon,South West Devon,51.8,0.91784,0.03833,0.01620,0.19230,0.55590
E14000951,South West Hertfordshire,South West Hertfordshire,57.7,0.95606,0.00885,0.01500,0.16320,0.61520
E14000952,South West Norfolk,South West Norfolk,29.4,0.86530,0.04805,0.03750,0.24930,0.42620
E14000953,South West Surrey,South West Surrey,38.7,0.94088,0.00750,0.01730,0.20000,0.55100
E14000954,South West Wiltshire,South West Wiltshire,48.8,0.94241,0.01712,0.01780,0.17440,0.55490
E14000955,"Southampton, Itchen","Southampton, Itchen",53.3,0.95900,0.01701,0.00930,0.20070,0.55810
E14000956,"Southampton, Test","Southampton, Test",59.4,0.98352,0.00862,0.00470,0.14070,0.60590
E14000957,Southend West,Southend West,45.9,0.94763,0.00012,0.00780,0.14800,0.55480
E14000958,Southport,Southport,37.8,0.98334,0.00092,0.00690,0.13950,0.50000
E14000959,Spelthorne,Spelthorne,53.4,0.98162,0.00929,0.01180,0.22010,0.55030
E14000960,St Albans,St Albans,59.7,0.97236,0.00210,0.01060,0.15350,0.65930
E14000961,St Austell and Newquay,St Austell and Newquay,28.7,0.92146,0.02069,0.02190,0.25500,0.38210
E14000962,St Helens North,St Helens North,65.9,0.97862,0.01226,0.01990,0.19580,0.64840
E14000963,St Helens South and Whiston,St Helens South and Whiston,60.4,0.98589,0.00996,0.01590,0.21200,0.59950
E14000964,St Ives,St Ives,26.1,0.91422,0.02273,0.03270,0.28320,0.33730
E14000965,Stafford,Stafford,57.7,0.95513,0.01867,0.02370,0.19760,0.64150
E14000966,Staffordshire Moorlands,Staffordshire Moorlands,40.6,0.90323,0.04767,0.02780,0.20990,0.47690
E14000967,Stalybridge and Hyde,Stalybridge and Hyde,33.1,0.95565,0.00190,0.00990,0.21020,0.48220
E14000968,Stevenage,Stevenage,69.9,0.98729,0.00371,0.01030,0.14850,0.71280
S14000057,Stirling,Stirling,28.3,0.89029,0.04652,0.02370,0.25080,0.40950
E14000969,Stockport,Stockport,63.5,0.99504,0.00095,0.00540,0.13640,0.65250
E14000970,Stockton North,Stockton North,70.4,0.96587,0.02044,0.02310,0.18400,0.66560
E14000971,Stockton South,Stockton South,65.5,0.95892,0.04006,0.01410,0.19620,0.65360
E14000972,Stoke-on-Trent Central,Stoke-on-Trent Central,63.7,0.99263,0.00497,0.01180,0.17500,0.65460
E14000973,Stoke-on-Trent North,Stoke-on-Trent North,59.2,0.99383,0.00362,0.01240,0.17380,0.64810
E14000974,Stoke-on-Trent South,Stoke-on-Trent South,50.2,0.97786,0.00252,0.01660,0.22790,0.58460
E14000975,Stone,Stone,34.9,0.88819,0.04388,0.02270,0.21800,0.44180
E14000976,Stourbridge,Stourbridge,61,0.99060,0.00340,0.00650,0.16340,0.64590
N06000016,Strangford,Strangford,34.3,0.89381,0.04925,0.02430,0.19830,0.50250
E14000977,Stratford-on-Avon,Stratford-on-Avon,37.3,0.91626,0.03310,0.02450,0.21590,0.47260
E14000978,Streatham,Streatham,42.7,0.93807,0.00202,0.00620,0.12290,0.49670
E14000979,Stretford and Urmston,Stretford and Urmston,53,0.99164,0.00155,0.01120,0.15550,0.59420
E14000980,Stroud,Stroud,38.6,0.88695,0.03192,0.02370,0.26630,0.43390
E14000981,Suffolk Coastal,Suffolk Coastal,34.8,0.90657,0.03251,0.02970,0.23510,0.45350
E14000982,Sunderland Central,Sunderland Central,47.5,0.98693,0.00420,0.01660,0.20850,0.56560
E14000983,Surrey Heath,Surrey Heath,65.3,0.97699,0.00335,0.01380,0.14020,0.70620
E14000984,Sutton and Cheam,Sutton and Cheam,62.5,0.98580,0.00012,0.00520,0.09890,0.64730
E14000985,Sutton Coldfield,Sutton Coldfield,57.1,0.98511,0.01271,0.00980,0.17350,0.62080
W07000048,Swansea East,Swansea East,66.6,0.98891,0.00253,0.01290,0.15940,0.68070
W07000047,Swansea West,Swansea West,66.5,0.99540,0.00124,0.00720,0.13360,0.67590
E14000986,Tamworth,Tamworth,55.5,0.97459,0.00992,0.01940,0.18060,0.63810
E14000987,Tatton,Tatton,43.9,0.92007,0.02287,0.02050,0.21640,0.54350
E14000988,Taunton Deane,Taunton Deane,29.6,0.89311,0.05161,0.02540,0.30280,0.43780
E14000989,Telford,Telford,58.4,0.98787,0.00084,0.00530,0.12450,0.62630
E14000990,Tewkesbury,Tewkesbury,52.4,0.93076,0.03544,0.02990,0.22840,0.53010
E14000991,The Cotswolds,The Cotswolds,87.2,0.87496,0.04609,0.03170,0.25340,0.39660
E14000992,The Wrekin,The Wrekin,54.3,0.95919,0.01442,0.01520,0.14960,0.61290
E14000993,Thirsk and Malton,Thirsk and Malton,32.4,0.84504,0.08294,0.03680,0.22180,0.46750
