ID,Name,Region,Atrial Fibrilliation,Asthma,Cancer,Coronary Heart Disease,Chronic Kidney Disease,COPD,Cardiovascular Disease (Primary Prevention),Dementia,Depression,Diabetes,Epilepsy,Heart Failure,High Blood Pressure,Learning Disabilities,Serious Mental Illness,Obesity,Osteoporisis,Peripheral Arterial Disease,Palliative Care,Rheumatoid Arthritis,Stroke & Transient Ischaemic Attack
E14001019,Warwick and Leamington,West Midlands,0.01848,0.06045,0.02612,0.02566,0.04856,0.01659,0.00988,0.00645,0.10589,0.05699,0.00739,0.00717,0.13175,0.00385,0.00915,0.10065,0.00884,0.00442,0.00614,0.00617,0.01775
E14001020,Washington and Sunderland West,North East,0.0198,0.05669,0.02824,0.04268,0.03884,0.03271,0.01044,0.00733,0.10484,0.07429,0.01004,0.00876,0.1568,0.00648,0.009,0.13719,0.00309,0.00895,0.00398,0.00874,0.02034
E14001021,Watford,East of England,0.01504,0.05156,0.02161,0.02347,0.03412,0.01369,0.01034,0.00708,0.08484,0.0652,0.00678,0.00692,0.12092,0.00496,0.00847,0.09381,0.00825,0.00408,0.00239,0.00662,0.01394
E14001022,Waveney,East of England,0.02535,0.0658,0.03352,0.03936,0.05136,0.02536,0.01118,0.00949,0.1208,0.07779,0.00989,0.00945,0.16617,0.00623,0.01096,0.11488,0.00335,0.00841,0.00482,0.00954,0.0217
E14001023,Wealden,South East,0.02888,0.06043,0.03719,0.03246,0.04881,0.0185,0.01531,0.01087,0.11213,0.05851,0.00737,0.00914,0.16419,0.00479,0.00846,0.07124,0.00328,0.00601,0.00402,0.00844,0.02141
E14001024,Weaver Vale,North West,0.02363,0.06595,0.03205,0.03698,0.04307,0.02441,0.01229,0.00756,0.11093,0.07273,0.00838,0.01056,0.16237,0.00495,0.00823,0.1233,0.00895,0.00763,0.00543,0.01074,0.02021
E14001025,Wellingborough,East Midlands,0.01884,0.05897,0.0278,0.03153,0.03764,0.02045,0.01296,0.00694,0.13068,0.07475,0.00851,0.00814,0.15421,0.00574,0.00905,0.11305,0.00737,0.00649,0.00171,0.00828,0.01699
E14001026,Wells,South West,0.02882,0.06424,0.03678,0.03848,0.04584,0.02243,0.01221,0.0103,0.10239,0.06757,0.00843,0.01051,0.1651,0.00482,0.00929,0.08971,0.00505,0.00742,0.00335,0.00964,0.02409
E14001027,Welwyn Hatfield,East of England,0.01767,0.04808,0.0255,0.02541,0.0279,0.01481,0.012,0.00704,0.09458,0.0538,0.00704,0.00599,0.12059,0.00438,0.00849,0.08862,0.00511,0.00459,0.00454,0.00643,0.01615
E14001028,Wentworth and Dearne,Yorkshire and The Humber,0.02015,0.061,0.0262,0.04033,0.04273,0.03328,0.01241,0.00869,0.12436,0.07318,0.00966,0.00868,0.15971,0.00577,0.00871,0.14156,0.00198,0.0077,0.00362,0.00841,0.01982
E14001029,West Bromwich East,West Midlands,0.0156,0.05721,0.02026,0.0363,0.03712,0.01893,0.01108,0.00639,0.07434,0.093,0.00845,0.00914,0.16125,0.00552,0.0104,0.1129,0.00509,0.00465,0.0024,0.00829,0.01607
E14001030,West Bromwich West,West Midlands,0.01658,0.06065,0.02008,0.03586,0.03911,0.02113,0.0105,0.00656,0.08772,0.08989,0.00946,0.00924,0.15008,0.00539,0.00944,0.13089,0.00566,0.0052,0.00234,0.00824,0.01641
E14001031,West Dorset,South West,0.03441,0.0751,0.04334,0.04462,0.05486,0.02191,0.01172,0.01034,0.09635,0.06229,0.00788,0.01039,0.17433,0.00458,0.00956,0.07664,0.01103,0.00692,0.0105,0.00826,0.02589
E14001032,West Ham,London,0.00535,0.04138,0.00996,0.0157,0.02634,0.00936,0.01063,0.00232,0.05671,0.07416,0.00454,0.00494,0.09967,0.00353,0.01146,0.09711,0.00143,0.00224,0.0028,0.00444,0.00743
E14001033,West Lancashire,North West,0.023,0.06499,0.03202,0.03706,0.04388,0.02283,0.01279,0.00969,0.11139,0.06964,0.00857,0.01081,0.15736,0.0047,0.00816,0.0999,0.00536,0.00731,0.00452,0.00822,0.02042
E14001034,West Suffolk,East of England,0.02044,0.06646,0.03196,0.03206,0.0358,0.02225,0.01043,0.00737,0.09623,0.06802,0.00736,0.00878,0.14477,0.00373,0.00729,0.08959,0.00685,0.00591,0.00413,0.00895,0.01671
E14001035,West Worcestershire,West Midlands,0.02967,0.06531,0.04272,0.03801,0.06308,0.02086,0.01454,0.01184,0.10396,0.07339,0.00863,0.01254,0.18702,0.00432,0.00825,0.10076,0.01396,0.007,0.00817,0.00945,0.02517
E14001036,Westminster North,London,0.00987,0.03861,0.01787,0.01742,0.01705,0.01057,0.00854,0.00557,0.05849,0.05314,0.00529,0.00452,0.09098,0.00313,0.01356,0.06294,0.00277,0.00337,0.00247,0.00447,0.01081
E14001037,Westmorland and Lonsdale,North West,0.02838,0.06631,0.03841,0.03892,0.04409,0.01735,0.01223,0.01192,0.09777,0.06205,0.00787,0.01073,0.16162,0.00406,0.00783,0.07551,0.00343,0.00736,0.00712,0.00774,0.02668
E14001038,Weston-Super-Mare,South West,0.02726,0.06938,0.03389,0.03665,0.04575,0.02358,0.01487,0.01086,0.12436,0.068,0.00938,0.009,0.16327,0.00537,0.00964,0.09975,0.01373,0.00744,0.00262,0.01205,0.02424
E14001039,Wigan,North West,0.02358,0.06463,0.03039,0.04076,0.04721,0.02592,0.01242,0.00773,0.11695,0.07515,0.00942,0.01188,0.16306,0.00577,0.00902,0.1191,0.00922,0.00894,0.00294,0.00774,0.02085
E14001040,Wimbledon,London,0.0114,0.04055,0.01949,0.01767,0.02324,0.00894,0.0071,0.00552,0.06453,0.04323,0.00443,0.00392,0.08776,0.0024,0.00747,0.03794,0.0029,0.00276,0.00228,0.00488,0.00906
E14001041,Winchester,South East,0.02155,0.05843,0.03064,0.02521,0.02747,0.01251,0.01103,0.00876,0.09209,0.04376,0.00655,0.00672,0.12114,0.00304,0.00827,0.08837,0.00937,0.00429,0.00161,0.00697,0.01856
E14001042,Windsor,South East,0.01925,0.04941,0.02749,0.02531,0.03232,0.01038,0.01443,0.00814,0.07789,0.05192,0.00592,0.00763,0.12872,0.00198,0.00676,0.06104,0.00424,0.0042,0.00435,0.00515,0.01495
E14001043,Wirral South,North West,0.02977,0.06523,0.03667,0.03847,0.05039,0.02129,0.01294,0.01062,0.13025,0.06712,0.00981,0.01281,0.15988,0.0071,0.00911,0.11075,0.01291,0.00786,0.0073,0.00713,0.02349
E14001044,Wirral West,North West,0.03347,0.06397,0.0372,0.04152,0.05739,0.0207,0.01201,0.01091,0.11544,0.06717,0.00894,0.01146,0.17064,0.00463,0.00887,0.09843,0.00704,0.00801,0.00627,0.00777,0.02538
E14001045,Witham,East of England,0.01936,0.06495,0.02934,0.03004,0.04462,0.01808,0.01186,0.00749,0.09453,0.06459,0.0086,0.008,0.14652,0.00556,0.0077,0.09457,0.00493,0.00446,0.00322,0.00877,0.01651
E14001046,Witney,South East,0.02408,0.06329,0.03941,0.0286,0.04012,0.01524,0.01321,0.00998,0.09718,0.05438,0.00725,0.00882,0.15288,0.0039,0.00761,0.09304,0.01452,0.00605,0.00302,0.00788,0.02055
E14001047,Woking,South East,0.01759,0.0519,0.02647,0.02354,0.03864,0.01165,0.01,0.00835,0.07582,0.05704,0.00668,0.00636,0.11785,0.00451,0.00718,0.08427,0.00661,0.00413,0.0032,0.00668,0.01415
E14001048,Wokingham,South East,0.01647,0.06129,0.02679,0.02203,0.04033,0.01142,0.0115,0.00669,0.08738,0.04972,0.0064,0.00677,0.12094,0.00338,0.00616,0.06697,0.00829,0.00309,0.00202,0.00649,0.01351
E14001049,Wolverhampton North East,West Midlands,0.01734,0.06113,0.02357,0.03201,0.04165,0.02144,0.00908,0.00675,0.116,0.0817,0.01001,0.00998,0.143,0.00536,0.00977,0.12565,0.00447,0.00678,0.00255,0.00954,0.01766
E14001050,Wolverhampton South East,West Midlands,0.01561,0.05776,0.02085,0.03181,0.04398,0.0199,0.01027,0.00774,0.10025,0.08711,0.00994,0.0096,0.14896,0.00601,0.01063,0.12904,0.00672,0.00583,0.00307,0.00965,0.01664
E14001051,Wolverhampton South West,West Midlands,0.01843,0.05605,0.02486,0.03293,0.04099,0.01457,0.00812,0.00943,0.08351,0.07794,0.00929,0.00852,0.14701,0.00531,0.0098,0.10091,0.00687,0.00488,0.00335,0.0092,0.01762
E14001052,Worcester,West Midlands,0.01883,0.05836,0.02874,0.02765,0.04807,0.01806,0.01013,0.00566,0.11307,0.06604,0.00813,0.01062,0.13358,0.00459,0.00925,0.10009,0.01544,0.00525,0.00482,0.00803,0.01693
E14001053,Workington,North West,0.02372,0.06534,0.0358,0.04744,0.05854,0.02492,0.01108,0.00925,0.11484,0.08078,0.01042,0.01188,0.16487,0.00548,0.00917,0.13167,0.00921,0.01056,0.00667,0.00889,0.02534
E14001054,Worsley and Eccles South,North West,0.01843,0.05965,0.02434,0.03509,0.03817,0.02696,0.00973,0.00746,0.09642,0.06971,0.00965,0.01067,0.14071,0.0048,0.00921,0.1336,0.00629,0.008,0.00361,0.00642,0.01841
E14001055,Worthing West,South East,0.02936,0.06692,0.03906,0.04258,0.0517,0.02053,0.01244,0.01467,0.11489,0.07448,0.00842,0.01132,0.17518,0.00556,0.01096,0.08358,0.00995,0.00752,0.0079,0.00852,0.02438
E14001056,Wycombe,South East,0.01588,0.05831,0.02353,0.02582,0.03502,0.01188,0.01028,0.00641,0.08277,0.06617,0.00694,0.00559,0.12211,0.00474,0.00863,0.07518,0.0054,0.0045,0.00544,0.00544,0.01445
E14001057,Wyre and Preston North,North West,0.02593,0.0654,0.03562,0.0422,0.06019,0.02479,0.01144,0.01158,0.10754,0.06917,0.00944,0.01296,0.16471,0.00381,0.00957,0.10312,0.0049,0.00904,0.006,0.0092,0.02384
E14001058,Wyre Forest,West Midlands,0.0251,0.06875,0.03832,0.03768,0.06456,0.02289,0.0118,0.00876,0.16196,0.08068,0.01049,0.01368,0.17733,0.00629,0.00785,0.13702,0.01853,0.00766,0.00835,0.01064,0.02703
E14001059,Wythenshawe and Sale East,North West,0.01772,0.07197,0.02727,0.03371,0.0381,0.02576,0.01282,0.00759,0.15399,0.06969,0.01005,0.00973,0.13562,0.00607,0.01378,0.0985,0.00901,0.01006,0.00536,0.00679,0.01877
E14001060,Yeovil,South West,0.02724,0.06648,0.03449,0.0386,0.04268,0.02157,0.01321,0.00924,0.12109,0.07001,0.00818,0.01074,0.17032,0.00524,0.00813,0.10049,0.00712,0.00772,0.00228,0.00823,0.02173
E14001061,York Central,Yorkshire and The Humber,0.01846,0.05611,0.02544,0.0277,0.02931,0.01531,0.00991,0.00515,0.09913,0.04682,0.00674,0.00693,0.11176,0.00295,0.00936,0.07964,0.00596,0.00632,0.00157,0.00605,0.01676
E14001062,York Outer,Yorkshire and The Humber,0.02198,0.0562,0.0299,0.0326,0.03177,0.01627,0.00999,0.00933,0.08795,0.05093,0.00667,0.00731,0.12754,0.0028,0.00756,0.08209,0.00873,0.00672,0.00164,0.00666,0.02031
