ID,Name,Region,Atrial Fibrilliation,Asthma,Cancer,Coronary Heart Disease,Chronic Kidney Disease,COPD,Cardiovascular Disease (Primary Prevention),Dementia,Depression,Diabetes,Epilepsy,Heart Failure,High Blood Pressure,Learning Disabilities,Serious Mental Illness,Obesity,Osteoporisis,Peripheral Arterial Disease,Palliative Care,Rheumatoid Arthritis,Stroke & Transient Ischaemic Attack
E14000795,"Liverpool, Wavertree",North West,0.01761,0.05473,0.02411,0.03095,0.05356,0.02659,0.01372,0.006,0.10353,0.06197,0.00959,0.00788,0.13337,0.0052,0.01404,0.11114,0.0068,0.00757,0.00379,0.00618,0.01693
E14000796,"Liverpool, West Derby",North West,0.02029,0.05665,0.02598,0.03725,0.05953,0.03356,0.01417,0.00822,0.11489,0.07097,0.01102,0.01046,0.14677,0.00603,0.01222,0.13246,0.00868,0.0084,0.00586,0.00827,0.01905
E14000797,Loughborough,East Midlands,0.01747,0.05721,0.02243,0.02534,0.03014,0.01578,0.0107,0.00753,0.09918,0.06063,0.00724,0.00953,0.11972,0.00432,0.00942,0.0757,0.00668,0.00522,0.00543,0.00565,0.01554
E14000798,Louth and Horncastle,East Midlands,0.03208,0.07369,0.04125,0.05335,0.0881,0.02908,0.0103,0.01207,0.10817,0.09205,0.0113,0.01593,0.19076,0.00937,0.00891,0.12629,0.01082,0.00819,0.01059,0.01088,0.02923
E14000799,Ludlow,West Midlands,0.02992,0.06517,0.04313,0.0412,0.06429,0.01904,0.01237,0.01296,0.10719,0.0684,0.00882,0.01177,0.17963,0.00425,0.00738,0.10118,0.01119,0.00904,0.00437,0.01,0.02814
E14000800,Luton North,East of England,0.01158,0.05625,0.01853,0.02703,0.02714,0.01208,0.01275,0.00609,0.07558,0.08488,0.00668,0.00564,0.12897,0.00506,0.00943,0.10092,0.00316,0.00369,0.0028,0.00741,0.0136
E14000801,Luton South,East of England,0.01058,0.05027,0.01572,0.0231,0.02329,0.01309,0.01127,0.00367,0.07416,0.07324,0.00618,0.00522,0.11475,0.00419,0.01033,0.09916,0.00387,0.00327,0.00284,0.00622,0.01169
E14000802,Macclesfield,North West,0.02566,0.06226,0.03064,0.03436,0.04508,0.0179,0.01268,0.01156,0.08708,0.06135,0.00873,0.0089,0.15762,0.00426,0.00962,0.07709,0.00616,0.00736,0.00548,0.00735,0.02082
E14000803,Maidenhead,South East,0.0202,0.05818,0.02863,0.02536,0.04143,0.01044,0.0124,0.00816,0.0761,0.05313,0.00652,0.00757,0.12593,0.00272,0.00711,0.06275,0.00589,0.00372,0.0052,0.00624,0.01587
E14000804,Maidstone and The Weald,South East,0.01996,0.05613,0.02701,0.02712,0.04346,0.01735,0.01066,0.00872,0.0901,0.0634,0.00794,0.00768,0.14078,0.00442,0.00809,0.0965,0.00619,0.00444,0.00542,0.00788,0.01749
E14000805,Makerfield,North West,0.02144,0.06952,0.02821,0.0418,0.05051,0.02505,0.01121,0.00784,0.11689,0.07616,0.00966,0.01169,0.16285,0.00569,0.00799,0.11998,0.00595,0.00724,0.0035,0.0079,0.01973
E14000806,Maldon,East of England,0.02121,0.06167,0.03029,0.03237,0.04665,0.01501,0.01284,0.00738,0.07141,0.06482,0.00768,0.00681,0.16123,0.00295,0.00666,0.07912,0.00303,0.00413,0.00197,0.00973,0.01735
E14000807,Manchester Central,North West,0.00854,0.04678,0.01358,0.01943,0.02359,0.01846,0.01088,0.00356,0.09421,0.05253,0.00717,0.00531,0.08922,0.00405,0.01163,0.07277,0.00526,0.00646,0.00321,0.00406,0.01054
E14000808,"Manchester, Gorton",North West,0.0087,0.05649,0.01393,0.02078,0.02788,0.0163,0.01115,0.00351,0.08695,0.06712,0.00659,0.00719,0.09264,0.00505,0.01205,0.07449,0.00607,0.00542,0.00351,0.00431,0.01017
E14000809,"Manchester, Withington",North West,0.0117,0.05988,0.01932,0.02116,0.0238,0.01608,0.00797,0.00441,0.10704,0.05224,0.00646,0.00658,0.09303,0.00393,0.0115,0.05099,0.00952,0.00502,0.00385,0.00445,0.0116
E14000810,Mansfield,East Midlands,0.01921,0.05991,0.02705,0.0396,0.04594,0.02515,0.01142,0.00857,0.09545,0.07454,0.0105,0.00774,0.15079,0.00696,0.00798,0.12766,0.00428,0.0055,0.0056,0.00771,0.0188
E14000811,Meon Valley,South East,0.02511,0.06929,0.03716,0.03382,0.04343,0.01776,0.01246,0.00839,0.10527,0.0647,0.00751,0.00892,0.16065,0.00327,0.00671,0.11653,0.00922,0.0064,0.00336,0.00746,0.02069
E14000812,Meriden,West Midlands,0.01992,0.05914,0.03117,0.03285,0.04138,0.02163,0.01071,0.00809,0.10185,0.07196,0.00925,0.0075,0.14795,0.00505,0.00869,0.09282,0.004,0.00564,0.00475,0.00755,0.0188
E14000813,Mid Bedfordshire,East of England,0.01896,0.06314,0.02933,0.02823,0.03635,0.0156,0.01098,0.0057,0.09842,0.05913,0.0066,0.00656,0.13679,0.00355,0.0061,0.09869,0.00433,0.00401,0.00427,0.00743,0.01531
E14000814,Mid Derbyshire,East Midlands,0.0217,0.06395,0.03037,0.03343,0.06118,0.017,0.01086,0.01124,0.10128,0.0624,0.00847,0.01081,0.1459,0.00564,0.00723,0.09795,0.00954,0.00655,0.00619,0.00775,0.02046
E14000815,Mid Dorset and North Poole,South West,0.02897,0.07038,0.04291,0.04139,0.07684,0.01831,0.01177,0.00943,0.10983,0.06575,0.00749,0.00991,0.16319,0.00493,0.00744,0.09213,0.00621,0.00648,0.00504,0.00899,0.02394
E14000816,Mid Norfolk,East of England,0.0259,0.07037,0.03367,0.03696,0.05094,0.01954,0.01123,0.01137,0.09821,0.07392,0.00857,0.00895,0.16935,0.00641,0.0064,0.12037,0.00401,0.00585,0.00327,0.01058,0.02177
E14000817,Mid Sussex,South East,0.02296,0.06225,0.03321,0.02937,0.04551,0.01419,0.0118,0.01076,0.09348,0.05519,0.0071,0.0086,0.1426,0.0042,0.00752,0.06079,0.00792,0.00479,0.00285,0.00801,0.02024
E14000818,Mid Worcestershire,West Midlands,0.02459,0.06142,0.03642,0.03349,0.06221,0.01964,0.01178,0.00741,0.09681,0.0719,0.00798,0.00997,0.16618,0.00432,0.0064,0.11639,0.0106,0.00585,0.00704,0.00932,0.02092
E14000819,Middlesbrough,North East,0.01692,0.0572,0.02175,0.0358,0.03381,0.02958,0.01103,0.00653,0.08655,0.06796,0.01109,0.00741,0.12894,0.00716,0.00932,0.1205,0.00493,0.00783,0.00536,0.00675,0.01881
E14000820,Middlesbrough South and East Cleveland,North East,0.021,0.06063,0.02725,0.04036,0.03336,0.02872,0.01153,0.00936,0.10462,0.0696,0.0107,0.00802,0.15493,0.00632,0.00986,0.10944,0.00379,0.00813,0.00634,0.00759,0.0215
E14000821,Milton Keynes North,South East,0.01295,0.05104,0.02171,0.02173,0.02478,0.01465,0.00918,0.00481,0.089,0.05908,0.00608,0.00576,0.11824,0.00348,0.00641,0.08418,0.00339,0.00366,0.00127,0.00539,0.01034
E14000822,Milton Keynes South,South East,0.01351,0.05717,0.02196,0.02335,0.02262,0.01715,0.0115,0.00531,0.09558,0.06189,0.00633,0.00596,0.12639,0.00403,0.00728,0.09083,0.00216,0.00391,0.00272,0.00602,0.01088
E14000823,Mitcham and Morden,London,0.00995,0.04555,0.0182,0.01986,0.02674,0.01187,0.01186,0.00543,0.07849,0.07626,0.00579,0.00536,0.11786,0.0041,0.01064,0.07261,0.00401,0.00355,0.0014,0.00569,0.01063
E14000824,Mole Valley,South East,0.02486,0.05515,0.03672,0.02886,0.03897,0.01406,0.01207,0.00945,0.08215,0.05223,0.00672,0.00639,0.14386,0.00401,0.00761,0.0506,0.00566,0.00517,0.00343,0.00691,0.01804
E14000825,Morecambe and Lunesdale,North West,0.02367,0.06794,0.03072,0.04024,0.05084,0.02539,0.01177,0.01173,0.13681,0.07196,0.00961,0.00827,0.14789,0.00517,0.00978,0.08552,0.00356,0.01111,0.00774,0.0084,0.02189
E14000826,Morley and Outwood,Yorkshire and The Humber,0.01773,0.06275,0.02696,0.03497,0.0394,0.02316,0.01074,0.00646,0.10183,0.0664,0.0087,0.00656,0.13853,0.00498,0.007,0.11643,0.00221,0.00655,0.00276,0.00818,0.01845
E14000827,New Forest East,South East,0.02796,0.06347,0.03969,0.03439,0.04046,0.0209,0.01291,0.01086,0.10828,0.06465,0.00754,0.0129,0.16335,0.00522,0.00771,0.09398,0.01431,0.00571,0.00306,0.00754,0.023
E14000828,New Forest West,South East,0.03588,0.06904,0.04685,0.04943,0.04389,0.02088,0.01212,0.01427,0.07741,0.06564,0.00758,0.01297,0.18891,0.00554,0.00764,0.07548,0.00736,0.0073,0.00443,0.01041,0.03234
E14000829,Newark,East Midlands,0.02472,0.06,0.03397,0.03618,0.05392,0.01853,0.00919,0.00926,0.07756,0.06615,0.00895,0.00898,0.147,0.00558,0.00615,0.12262,0.00567,0.00558,0.00669,0.00684,0.02037
E14000830,Newbury,South East,0.01853,0.06383,0.02701,0.02411,0.04014,0.01351,0.0094,0.00685,0.08926,0.05136,0.00782,0.00699,0.12934,0.0043,0.0071,0.07688,0.00638,0.0047,0.00188,0.00692,0.01512
E14000831,Newcastle upon Tyne Central,North East,0.01269,0.05152,0.01888,0.02647,0.04263,0.01966,0.01038,0.00573,0.07545,0.06116,0.0075,0.00719,0.10585,0.00716,0.00986,0.09703,0.00539,0.00708,0.00438,0.00578,0.01625
E14000832,Newcastle upon Tyne East,North East,0.0144,0.05551,0.02231,0.02665,0.04054,0.02038,0.01224,0.00605,0.0882,0.05118,0.00794,0.00893,0.11577,0.00648,0.01089,0.09585,0.01191,0.00823,0.00324,0.00559,0.01653
E14000833,Newcastle upon Tyne North,North East,0.01896,0.06257,0.02762,0.03455,0.05463,0.02201,0.0102,0.00897,0.08931,0.06618,0.00865,0.00914,0.13921,0.00626,0.0088,0.10851,0.00523,0.00887,0.00509,0.00746,0.02118
E14000834,Newcastle-under-Lyme,West Midlands,0.02177,0.06132,0.02762,0.03476,0.03746,0.02364,0.01429,0.01049,0.12515,0.07189,0.01003,0.00845,0.1503,0.00453,0.0088,0.11259,0.00572,0.00724,0.00318,0.00797,0.0225
E14000835,Newton Abbot,South West,0.0279,0.06985,0.03807,0.03887,0.05715,0.02287,0.00969,0.01147,0.1051,0.06988,0.00938,0.00925,0.16999,0.00707,0.00843,0.10154,0.00893,0.00784,0.00242,0.00954,0.02668
E14000836,"Normanton, Pontefract and Castleford",Yorkshire and The Humber,0.01927,0.06723,0.02698,0.03844,0.05758,0.03052,0.01225,0.00776,0.10339,0.07373,0.0092,0.0068,0.15914,0.00513,0.00853,0.11962,0.00286,0.00727,0.00295,0.00785,0.02002
E14000837,North Cornwall,South West,0.02653,0.06667,0.03365,0.03992,0.05563,0.02181,0.01215,0.00795,0.08732,0.06937,0.0087,0.01117,0.1579,0.00557,0.00893,0.11414,0.00678,0.00625,0.00266,0.0088,0.02599
E14000838,North Devon,South West,0.02542,0.0721,0.0346,0.04507,0.04245,0.02224,0.00992,0.00967,0.10154,0.06992,0.00934,0.00888,0.14608,0.00429,0.0095,0.10159,0.00418,0.0088,0.00466,0.00862,0.02608
E14000839,North Dorset,South West,0.02983,0.06736,0.03925,0.04201,0.05228,0.01854,0.01068,0.00935,0.08295,0.06809,0.00698,0.0107,0.15991,0.00398,0.00703,0.08496,0.009,0.00689,0.00712,0.00858,0.024
E14000840,North Durham,North East,0.0212,0.06623,0.03029,0.0457,0.05318,0.02881,0.00999,0.00844,0.10945,0.08067,0.00919,0.01047,0.16842,0.00636,0.00865,0.159,0.00442,0.00959,0.00572,0.00882,0.02368
E14000841,North East Bedfordshire,East of England,0.01887,0.06537,0.03053,0.02988,0.03232,0.01618,0.01229,0.00649,0.09571,0.06388,0.0067,0.0072,0.1425,0.00416,0.00805,0.09843,0.00487,0.0042,0.00511,0.00761,0.01477
E14000842,North East Cambridgeshire,East of England,0.02144,0.06605,0.03147,0.03875,0.03534,0.02603,0.01286,0.00771,0.10678,0.08149,0.00874,0.00845,0.164,0.00544,0.00634,0.12884,0.00323,0.00619,0.00607,0.00969,0.01997
E14000843,North East Derbyshire,East Midlands,0.02465,0.06502,0.0336,0.04297,0.06669,0.02502,0.01281,0.01047,0.11486,0.0791,0.00895,0.01163,0.17725,0.00492,0.00953,0.10607,0.00508,0.00775,0.00683,0.00834,0.02517
E14000844,North East Hampshire,South East,0.02062,0.06461,0.03216,0.02676,0.03486,0.01291,0.01151,0.00866,0.11348,0.05339,0.00654,0.00669,0.13718,0.00308,0.0061,0.07072,0.00696,0.0046,0.00225,0.00702,0.01548
E14000845,North East Hertfordshire,East of England,0.02046,0.06905,0.03058,0.02987,0.02921,0.01591,0.01247,0.00833,0.08436,0.06047,0.00791,0.00613,0.1415,0.00452,0.00791,0.07981,0.00435,0.00443,0.00595,0.00727,0.01688
E14000846,North East Somerset,South West,0.02476,0.06702,0.03148,0.03175,0.04842,0.01688,0.01189,0.00881,0.10114,0.06134,0.00812,0.01128,0.14941,0.00592,0.00692,0.10648,0.00841,0.00622,0.00297,0.00798,0.02015
E14000847,North Herefordshire,West Midlands,0.0274,0.06518,0.03834,0.03721,0.05272,0.02299,0.0106,0.00987,0.08086,0.06941,0.00839,0.01159,0.16432,0.00464,0.00749,0.10283,0.00776,0.00708,0.00371,0.01021,0.02452
E14000848,North Norfolk,East of England,0.03477,0.07886,0.04478,0.04943,0.06357,0.02752,0.01375,0.01289,0.09074,0.08128,0.01003,0.01262,0.19778,0.00878,0.01002,0.11839,0.00337,0.00765,0.00556,0.01227,0.02955
E14000849,North Shropshire,West Midlands,0.02649,0.06645,0.0339,0.03622,0.05081,0.01962,0.0142,0.01026,0.10697,0.07186,0.00984,0.00889,0.16602,0.00584,0.00699,0.11925,0.00646,0.00901,0.00356,0.00943,0.02547
E14000850,North Somerset,South West,0.02787,0.06362,0.03896,0.0339,0.06504,0.01759,0.01041,0.00873,0.10891,0.05936,0.00752,0.01055,0.15431,0.00362,0.00664,0.07753,0.01289,0.00675,0.00322,0.00889,0.02338
E14000851,North Swindon,South West,0.01808,0.06494,0.02486,0.02804,0.03616,0.01779,0.01294,0.00675,0.09923,0.07528,0.00891,0.00769,0.13998,0.0053,0.0077,0.12432,0.0094,0.00542,0.00168,0.00727,0.01534
E14000852,North Thanet,South East,0.02684,0.06027,0.03656,0.03896,0.06241,0.02848,0.01481,0.01166,0.13531,0.07811,0.00976,0.01002,0.17327,0.00601,0.01135,0.09662,0.00976,0.00797,0.0023,0.00962,0.02365
E14000853,North Tyneside,North East,0.0203,0.06826,0.03041,0.04224,0.05894,0.02853,0.01025,0.0095,0.1105,0.0752,0.01036,0.01457,0.15601,0.0076,0.00975,0.14145,0.01534,0.01054,0.00628,0.00913,0.02401
E14000854,North Warwickshire,West Midlands,0.01989,0.05728,0.02814,0.03169,0.06791,0.02108,0.01307,0.0084,0.08777,0.07488,0.00885,0.00894,0.16178,0.00435,0.00675,0.10619,0.00583,0.00626,0.00254,0.00867,0.01881
E14000855,North West Cambridgeshire,East of England,0.01734,0.05902,0.02611,0.02837,0.03038,0.01821,0.0113,0.00713,0.1021,0.06757,0.00701,0.00709,0.13362,0.00405,0.00719,0.09425,0.00344,0.00594,0.00378,0.00722,0.01488
E14000856,North West Durham,North East,0.02292,0.06938,0.03152,0.0457,0.04644,0.02882,0.01139,0.00942,0.11846,0.07945,0.00897,0.01365,0.17189,0.0063,0.0092,0.14721,0.00692,0.00803,0.00696,0.0091,0.02366
E14000857,North West Hampshire,South East,0.021,0.06225,0.03133,0.028,0.03195,0.01661,0.01233,0.00734,0.12985,0.05744,0.0077,0.00662,0.13777,0.00355,0.00768,0.09351,0.00882,0.00593,0.00314,0.00791,0.01855
E14000858,North West Leicestershire,East Midlands,0.02291,0.06684,0.02902,0.03212,0.04954,0.02207,0.01295,0.00815,0.12037,0.06936,0.00811,0.0109,0.15248,0.00405,0.00633,0.11089,0.00332,0.0057,0.00732,0.00821,0.0182
E14000859,North West Norfolk,East of England,0.02772,0.06796,0.03347,0.04226,0.04269,0.02467,0.01255,0.00979,0.09219,0.0799,0.00829,0.00864,0.1758,0.00676,0.00785,0.10886,0.00278,0.00586,0.00402,0.00967,0.02539
E14000860,North Wiltshire,South West,0.0245,0.06498,0.03088,0.03031,0.04081,0.01582,0.00967,0.00872,0.07822,0.06557,0.00766,0.00888,0.15047,0.00347,0.00643,0.08842,0.00734,0.00516,0.00179,0.0077,0.01783
E14000861,Northampton North,East Midlands,0.01692,0.056,0.02364,0.02694,0.03981,0.01601,0.0093,0.00743,0.11898,0.06707,0.00761,0.00821,0.13572,0.00554,0.00989,0.09195,0.00721,0.00541,0.0021,0.00617,0.01493
E14000862,Northampton South,East Midlands,0.01478,0.05381,0.02062,0.02509,0.03408,0.01507,0.01005,0.00555,0.11835,0.06291,0.00744,0.00666,0.12348,0.0054,0.00957,0.09016,0.00566,0.00499,0.00184,0.00603,0.01343
E14000863,Norwich North,East of England,0.01914,0.06529,0.02714,0.0312,0.03867,0.01897,0.01275,0.00784,0.09533,0.06031,0.00904,0.00819,0.13316,0.00759,0.01124,0.09386,0.00276,0.00574,0.00275,0.00895,0.01875
E14000864,Norwich South,East of England,0.01456,0.06288,0.02201,0.02341,0.02553,0.017,0.01034,0.00614,0.10024,0.04627,0.00834,0.00631,0.09893,0.00705,0.01228,0.07596,0.00478,0.00451,0.00329,0.00715,0.01516
E14000865,Nottingham East,East Midlands,0.01018,0.05049,0.0171,0.02271,0.02764,0.01525,0.01057,0.00499,0.09105,0.05805,0.00716,0.00502,0.09435,0.00565,0.01252,0.07936,0.00511,0.00423,0.00344,0.00503,0.0126
E14000866,Nottingham North,East Midlands,0.01534,0.06018,0.02293,0.03142,0.04106,0.0233,0.01327,0.00794,0.1144,0.07478,0.00996,0.00761,0.13429,0.00607,0.00989,0.11136,0.00647,0.00605,0.00604,0.00702,0.01706
E14000867,Nottingham South,East Midlands,0.01213,0.04629,0.0159,0.02212,0.02443,0.01278,0.01063,0.00525,0.07729,0.04578,0.00581,0.00512,0.08971,0.00388,0.00809,0.06937,0.00482,0.0034,0.00303,0.00417,0.01209
E14000868,Nuneaton,West Midlands,0.01805,0.05738,0.02546,0.02876,0.07326,0.01755,0.01379,0.00662,0.08671,0.07511,0.00917,0.00839,0.15917,0.00531,0.00788,0.10757,0.00586,0.00616,0.00157,0.00859,0.0166
E14000869,Old Bexley and Sidcup,London,0.01897,0.04554,0.02684,0.02791,0.02891,0.01597,0.00494,0.00847,0.06024,0.06428,0.0066,0.00784,0.13525,0.00344,0.00672,0.09739,0.00346,0.00455,0.00355,0.00707,0.01618
E14000870,Oldham East and Saddleworth,North West,0.01577,0.06581,0.02519,0.03234,0.03802,0.0227,0.01211,0.00818,0.11298,0.07673,0.00996,0.0082,0.13645,0.00537,0.00993,0.12315,0.00344,0.00803,0.0036,0.00833,0.01808
E14000871,Oldham West and Royton,North West,0.01317,0.06529,0.02159,0.02996,0.03641,0.02302,0.01115,0.00663,0.10229,0.08899,0.01019,0.00742,0.12817,0.0067,0.01081,0.12554,0.00619,0.00757,0.0047,0.00839,0.01641
E14000872,Orpington,London,0.02218,0.05151,0.02949,0.03126,0.04256,0.01471,0.00972,0.00853,0.09273,0.05928,0.00652,0.00704,0.15039,0.00298,0.00678,0.08078,0.0028,0.00469,0.00332,0.00805,0.0159
E14000873,Oxford East,South East,0.01126,0.04731,0.01891,0.01626,0.02089,0.01142,0.01139,0.00442,0.08361,0.04082,0.00567,0.00506,0.08854,0.00356,0.01129,0.06208,0.01339,0.00378,0.00194,0.00435,0.01138
E14000874,Oxford West and Abingdon,South East,0.01799,0.05282,0.03096,0.02187,0.03411,0.01229,0.01139,0.00665,0.10346,0.04399,0.00621,0.00666,0.1161,0.00297,0.00821,0.07265,0.01176,0.00441,0.00201,0.00559,0.01822
E14000875,Pendle,North West,0.01767,0.07299,0.0256,0.03799,0.0323,0.02415,0.01158,0.00745,0.10645,0.07498,0.00891,0.00898,0.14102,0.00441,0.01097,0.10444,0.003,0.0086,0.00467,0.00617,0.01914
E14000876,Penistone and Stocksbridge,Yorkshire and The Humber,0.02614,0.06076,0.03106,0.04446,0.04829,0.02424,0.01111,0.00949,0.10835,0.06978,0.00962,0.01231,0.16185,0.00538,0.00746,0.11843,0.00605,0.00836,0.00402,0.00812,0.02462
E14000877,Penrith and The Border,North West,0.02693,0.06692,0.03932,0.04783,0.0661,0.02129,0.01031,0.00883,0.09927,0.07206,0.00753,0.01203,0.16198,0.00431,0.00891,0.10493,0.00657,0.01183,0.00851,0.01032,0.02415
E14000878,Peterborough,East of England,0.01225,0.04898,0.01967,0.02482,0.0244,0.01692,0.01313,0.00639,0.08349,0.07065,0.0076,0.00664,0.12044,0.00491,0.00847,0.10109,0.00327,0.00641,0.00542,0.00632,0.01286
E14000879,"Plymouth, Moor View",South West,0.02068,0.06725,0.02782,0.03814,0.04332,0.02589,0.00947,0.00622,0.14069,0.073,0.01071,0.0094,0.14418,0.00743,0.00921,0.11772,0.00538,0.00747,0.00106,0.00923,0.01876
E14000880,"Plymouth, Sutton and Devonport",South West,0.01784,0.06594,0.02415,0.0323,0.03351,0.02339,0.01014,0.00606,0.1336,0.05966,0.01002,0.00837,0.12235,0.00638,0.01347,0.10573,0.00708,0.00704,0.00139,0.00754,0.0168
E14000881,Poole,South West,0.02578,0.06488,0.03565,0.03947,0.0639,0.01997,0.01076,0.01024,0.10725,0.0642,0.00795,0.00986,0.14503,0.00575,0.00961,0.08861,0.00836,0.00641,0.00378,0.00849,0.02305
E14000882,Poplar and Limehouse,London,0.00531,0.04124,0.01138,0.01427,0.02322,0.01104,0.00895,0.00272,0.06736,0.06284,0.00419,0.00365,0.07175,0.00296,0.01151,0.06892,0.00228,0.00262,0.00138,0.00366,0.00634
E14000883,Portsmouth North ,South East,0.01872,0.06632,0.02661,0.02991,0.03701,0.02377,0.01009,0.00761,0.10529,0.06862,0.00903,0.00874,0.13554,0.00509,0.00849,0.10608,0.01057,0.00654,0.00477,0.0067,0.01657
E14000884,Portsmouth South,South East,0.01423,0.05736,0.02027,0.02343,0.02358,0.01747,0.00812,0.00535,0.08287,0.05026,0.00689,0.00605,0.09799,0.00383,0.0095,0.07837,0.00574,0.00468,0.00324,0.00471,0.01378
E14000885,Preston,North West,0.01433,0.05761,0.02057,0.02907,0.04166,0.02028,0.00932,0.00499,0.1261,0.06843,0.00971,0.00862,0.11243,0.00483,0.01257,0.09243,0.00293,0.00703,0.00314,0.00725,0.01567
E14000886,Pudsey,Yorkshire and The Humber,0.01911,0.06009,0.02874,0.03223,0.0351,0.01961,0.01108,0.0083,0.09246,0.06222,0.00806,0.00826,0.13512,0.00399,0.00851,0.09618,0.00792,0.00651,0.00404,0.00719,0.01889
E14000887,Putney,London,0.01024,0.03784,0.01685,0.01367,0.01562,0.00963,0.00703,0.00432,0.06759,0.03625,0.00483,0.00323,0.0753,0.00308,0.0088,0.04931,0.00339,0.00286,0.00253,0.00438,0.00824
E14000888,Rayleigh and Wickford,East of England,0.0214,0.0574,0.03071,0.03369,0.04815,0.02041,0.01281,0.00966,0.08576,0.06627,0.00707,0.00836,0.16339,0.00312,0.00635,0.08252,0.00288,0.00431,0.00305,0.00886,0.01886
E14000889,Reading East,South East,0.01223,0.05184,0.01977,0.01744,0.02873,0.00991,0.0115,0.00448,0.07651,0.04822,0.00599,0.00542,0.10654,0.00349,0.00787,0.06513,0.00427,0.00279,0.00223,0.00534,0.01047
E14000890,Reading West,South East,0.01411,0.05831,0.02095,0.02002,0.04036,0.01334,0.01026,0.00605,0.09295,0.0566,0.00718,0.00599,0.12537,0.00502,0.00879,0.07612,0.0093,0.00355,0.0042,0.00642,0.01204
E14000891,Redcar,North East,0.02134,0.06375,0.03166,0.0438,0.03561,0.03552,0.01163,0.00962,0.12283,0.07801,0.01152,0.01048,0.16351,0.00708,0.00988,0.12891,0.00311,0.00918,0.00663,0.00764,0.02331
E14000892,Redditch,West Midlands,0.01813,0.0619,0.02691,0.03377,0.04255,0.02114,0.0125,0.00608,0.12452,0.07145,0.00826,0.00881,0.1493,0.00407,0.00738,0.10507,0.00661,0.00569,0.00333,0.00934,0.01843
E14000893,Reigate,South East,0.02039,0.05781,0.02993,0.02535,0.03649,0.01335,0.01144,0.00893,0.09248,0.05543,0.00813,0.00587,0.12926,0.00552,0.00865,0.06294,0.0093,0.00466,0.00166,0.0077,0.01652
E14000894,Ribble Valley,North West,0.02409,0.0654,0.03297,0.03886,0.05977,0.02226,0.0134,0.00859,0.09626,0.06468,0.00884,0.01122,0.15756,0.00477,0.00949,0.09835,0.00696,0.00795,0.00463,0.00748,0.0216
E14000895,Richmond (Yorks),Yorkshire and The Humber,0.02746,0.06113,0.03721,0.04058,0.05183,0.01931,0.01331,0.01022,0.08815,0.06478,0.00865,0.0119,0.16906,0.00474,0.0064,0.09374,0.01004,0.00696,0.00516,0.00936,0.02706
E14000896,Richmond Park,London,0.01312,0.03844,0.02341,0.01686,0.01887,0.00941,0.00653,0.00564,0.06667,0.03516,0.00513,0.00397,0.0908,0.00176,0.00799,0.03588,0.00444,0.00271,0.00144,0.00461,0.0098
E14000897,Rochdale,North West,0.0145,0.06646,0.0244,0.03521,0.04425,0.02159,0.01047,0.00565,0.15013,0.09046,0.01004,0.00819,0.13633,0.00661,0.01226,0.11908,0.00512,0.0079,0.0038,0.00835,0.01785
E14000898,Rochester and Strood,South East,0.01658,0.05392,0.02352,0.02683,0.03682,0.01953,0.01122,0.00557,0.12725,0.07323,0.00847,0.00889,0.13939,0.00389,0.00711,0.10961,0.00544,0.00468,0.00165,0.0083,0.0125
E14000899,Rochford and Southend East,East of England,0.01715,0.05938,0.02545,0.03101,0.03348,0.02183,0.0141,0.00792,0.09774,0.06853,0.0085,0.00845,0.14696,0.00592,0.01275,0.0786,0.00558,0.00398,0.00262,0.00877,0.01671
E14000900,Romford,London,0.01615,0.04683,0.02447,0.02645,0.0293,0.01634,0.01431,0.00736,0.08482,0.06697,0.00664,0.00597,0.13321,0.00344,0.00722,0.09148,0.00472,0.0042,0.0027,0.00781,0.01518
E14000901,Romsey and Southampton North,South East,0.01954,0.05623,0.02855,0.02548,0.02344,0.01509,0.01005,0.00707,0.0784,0.04978,0.0064,0.00652,0.12176,0.00397,0.00751,0.06877,0.00576,0.0043,0.00195,0.00635,0.01705
E14000902,Rossendale and Darwen,North West,0.01846,0.07193,0.0287,0.0376,0.03803,0.0249,0.01173,0.00724,0.11741,0.07026,0.00946,0.00922,0.14692,0.00381,0.01093,0.11974,0.00707,0.00887,0.00372,0.00786,0.01951
E14000903,Rother Valley,Yorkshire and The Humber,0.02295,0.06971,0.02925,0.04071,0.04473,0.02973,0.01104,0.01125,0.14306,0.07153,0.00979,0.00898,0.16392,0.00586,0.00771,0.14597,0.00319,0.00755,0.00384,0.00872,0.0223
E14000904,Rotherham,Yorkshire and The Humber,0.01893,0.06052,0.02402,0.03872,0.04443,0.02775,0.0131,0.00785,0.11928,0.07639,0.01014,0.00845,0.1482,0.00605,0.01066,0.13465,0.00258,0.00746,0.00313,0.0076,0.01981
E14000905,Rugby,West Midlands,0.01786,0.05693,0.02581,0.02605,0.04469,0.01379,0.01044,0.00754,0.08456,0.06621,0.00779,0.00684,0.13752,0.00349,0.0069,0.07917,0.00623,0.00562,0.00236,0.0074,0.01619
E14000906,"Ruislip, Northwood and Pinner",London,0.02025,0.05358,0.02556,0.02973,0.03058,0.01207,0.013,0.00871,0.07312,0.07382,0.00608,0.0065,0.14283,0.00292,0.0083,0.06033,0.00447,0.0048,0.0046,0.00789,0.01472
