ID,Name,Region Name,Year,Cons. A*-C %,Cons. KS4 Avg Att. 8,Cons. % Outstanding (Secondary),Cons. % Good (Secondary),Cons. % In need of Improvement (Secondary),Cons. % Inadequate (Secondary),Cons. % Outstanding (Primary),Cons. % Good (Primary),Cons. % In need of Improvement (Primary),Cons. % Inadequate (Primary),Cons. Average Progress 8,
E14000836,"Normanton, Pontefract and Castleford",Yorkshire and The Humber,2017,0.555,43.8,0.00,0.67,0.17,0.17,0.17,0.58,0.22,0.03,0.06,
E14000837,North Cornwall,South West,2017,0.589,44.8,0.00,0.80,0.20,0.00,0.08,0.69,0.16,0.06,-0.13,
E14000838,North Devon,South West,2017,0.618,45.0,0.00,0.67,0.33,0.00,0.21,0.66,0.13,0.00,-0.35,
E14000839,North Dorset,South West,2017,0.615,43.7,0.00,0.57,0.29,0.14,0.21,0.59,0.15,0.05,-0.25,
E14000840,North Durham,North East,2017,0.535,42.5,0.20,0.20,0.40,0.20,0.15,0.73,0.06,0.06,-0.38,
E14000841,North East Bedfordshire,East,2017,0.650,45.9,0.00,0.82,0.09,0.09,0.21,0.67,0.08,0.04,-0.06,
E14000842,North East Cambridgeshire,East,2017,0.496,39.8,0.00,0.75,0.25,0.00,0.00,0.69,0.19,0.11,-0.17,
E14000843,North East Derbyshire,East Midlands,2017,0.624,45.3,0.20,0.20,0.40,0.20,0.13,0.67,0.18,0.03,-0.32,
E14000844,North East Hampshire,South East,2017,0.756,51.8,0.00,1.00,0.00,0.00,0.44,0.56,0.00,0.00,0.01,
E14000845,North East Hertfordshire,East,2017,0.649,45.6,0.00,0.89,0.11,0.00,0.20,0.67,0.10,0.02,-0.09,
E14000846,North East Somerset,South West,2017,0.698,47.3,0.00,0.86,0.14,0.00,0.25,0.65,0.08,0.03,-0.01,
E14000847,North Herefordshire,West Midlands,2017,0.678,47.9,0.14,0.86,0.00,0.00,0.29,0.71,0.00,0.00,0.12,
E14000848,North Norfolk,East,2017,0.628,44.1,0.00,1.00,0.00,0.00,0.08,0.85,0.08,0.00,0.06,
E14000849,North Shropshire,West Midlands,2017,0.619,44.9,0.00,0.71,0.29,0.00,0.09,0.82,0.05,0.05,-0.16,
E14000850,North Somerset,South West,2017,0.733,48.4,0.60,0.20,0.20,0.00,0.26,0.68,0.06,0.00,-0.08,
E14000851,North Swindon,South West,2017,0.591,40.5,0.00,0.40,0.40,0.20,0.22,0.63,0.13,0.03,-0.44,
E14000852,North Thanet,South East,2017,0.425,32.9,0.00,0.75,0.25,0.00,0.18,0.64,0.18,0.00,-0.64,
E14000853,North Tyneside,North East,2017,0.554,42.8,0.20,0.20,0.40,0.20,0.28,0.66,0.06,0.00,-0.33,
E14000854,North Warwickshire,West Midlands,2017,0.577,42.3,0.17,0.67,0.17,0.00,0.13,0.78,0.00,0.09,-0.14,
E14000855,North West Cambridgeshire,East,2017,0.604,44.9,0.14,0.86,0.00,0.00,0.08,0.76,0.14,0.02,-0.03,
E14000856,North West Durham,North East,2017,0.622,48.9,0.50,0.50,0.00,0.00,0.23,0.75,0.02,0.00,0,
E14000857,North West Hampshire,South East,2017,0.665,44.7,0.17,0.50,0.33,0.00,0.24,0.71,0.05,0.00,-0.31,
E14000858,North West Leicestershire,East Midlands,2017,0.603,42.8,0.00,0.88,0.00,0.13,0.09,0.81,0.09,0.00,-0.3,
E14000859,North West Norfolk,East,2017,0.553,41.4,0.00,0.60,0.20,0.20,0.05,0.86,0.05,0.05,-0.29,
E14000860,North Wiltshire,South West,2017,0.694,47.6,0.40,0.40,0.20,0.00,0.18,0.72,0.10,0.00,-0.05,
E14000861,Northampton North,East Midlands,2017,0.551,40.8,0.17,0.33,0.33,0.17,0.08,0.58,0.21,0.13,-0.06,
E14000862,Northampton South,East Midlands,2017,0.763,52.0,0.50,0.50,0.00,0.00,0.00,0.82,0.18,0.00,0.26,
E14000863,Norwich North,East,2017,0.617,44.7,0.20,0.40,0.20,0.20,0.20,0.72,0.08,0.00,-0.2,
E14000864,Norwich South,East,2017,0.625,43.2,0.17,0.50,0.33,0.00,0.19,0.69,0.12,0.00,-0.12,
E14000865,Nottingham East,East Midlands,2017,0.449,39.1,0.00,0.67,0.33,0.00,0.17,0.74,0.09,0.00,-0.24,
E14000866,Nottingham North,East Midlands,2017,0.351,33.6,0.00,0.80,0.00,0.20,0.07,0.70,0.13,0.10,-0.65,
E14000867,Nottingham South,East Midlands,2017,0.629,44.9,0.33,0.50,0.00,0.17,0.26,0.53,0.16,0.05,-0.06,
E14000868,Nuneaton,West Midlands,2017,0.614,44.7,0.00,0.50,0.50,0.00,0.17,0.58,0.25,0.00,-0.24,
E14000869,Old Bexley and Sidcup,London,2017,0.779,53.2,0.33,0.67,0.00,0.00,0.05,0.85,0.10,0.00,0.15,
E14000870,Oldham East and Saddleworth,North West,2017,0.639,45.6,0.20,0.40,0.20,0.20,0.23,0.64,0.09,0.05,-0.26,
E14000871,Oldham West and Royton,North West,2017,0.584,42.5,0.17,0.67,0.17,0.00,0.18,0.62,0.21,0.00,-0.02,
E14000872,Orpington,London,2017,0.785,57.4,0.60,0.20,0.00,0.20,0.25,0.58,0.17,0.00,0.36,
E14000873,Oxford East,South East,2017,0.546,42.3,0.00,0.75,0.00,0.25,0.04,0.68,0.16,0.12,-0.04,
E14000874,Oxford West and Abingdon,South East,2017,0.730,50.6,0.17,0.50,0.33,0.00,0.10,0.83,0.03,0.03,0.17,
E14000875,Pendle,North West,2017,0.543,40.7,0.00,0.67,0.17,0.17,0.08,0.84,0.03,0.05,-0.11,
E14000876,Penistone and Stocksbridge,Yorkshire and The Humber,2017,0.649,47.7,0.00,0.50,0.25,0.25,0.29,0.68,0.03,0.00,0.02,
E14000877,Penrith and The Border,North West,2017,0.734,49.1,0.29,0.43,0.29,0.00,0.13,0.82,0.03,0.02,0.02,
E14000878,Peterborough,East,2017,0.524,40.9,0.29,0.57,0.14,0.00,0.03,0.81,0.06,0.09,-0.04,
E14000879,"Plymouth, Moor View",South West,2017,0.417,36.2,0.00,0.43,0.14,0.43,0.07,0.79,0.14,0.00,-0.59,
E14000880,"Plymouth, Sutton and Devonport",South West,2017,0.687,51.7,0.14,0.43,0.29,0.14,0.22,0.56,0.22,0.00,-0.24,
E14000881,Poole,South West,2017,0.755,53.4,0.25,0.75,0.00,0.00,0.07,0.73,0.20,0.00,0.33,
E14000882,Poplar and Limehouse,London,2017,0.621,45.2,0.43,0.57,0.00,0.00,0.37,0.63,0.00,0.00,0.16,
E14000883,Portsmouth North,South East,2017,0.550,41.0,0.00,0.67,0.33,0.00,0.04,0.81,0.15,0.00,-0.24,
E14000884,Portsmouth South,South East,2017,0.645,44.7,0.25,0.75,0.00,0.00,0.09,0.73,0.18,0.00,0.08,
E14000885,Preston,North West,2017,0.543,41.3,0.25,0.75,0.00,0.00,0.13,0.63,0.23,0.00,-0.11,
E14000886,Pudsey,Yorkshire and The Humber,2017,0.659,47.0,0.14,0.43,0.43,0.00,0.26,0.58,0.10,0.06,-0.1,
E14000887,Putney,London,2017,0.751,50.7,0.25,0.75,0.00,0.00,0.53,0.47,0.00,0.00,0.43,
E14000888,Rayleigh and Wickford,East,2017,0.667,45.3,0.50,0.50,0.00,0.00,0.19,0.74,0.07,0.00,-0.13,
E14000889,Reading East,South East,2017,0.756,55.9,0.50,0.33,0.00,0.17,0.21,0.67,0.13,0.00,0.26,
E14000890,Reading West,South East,2017,0.572,41.4,0.00,0.50,0.50,0.00,0.18,0.70,0.09,0.03,-0.2,
E14000891,Redcar,North East,2017,0.624,45.1,0.43,0.00,0.29,0.29,0.28,0.69,0.03,0.00,-0.23,
E14000892,Redditch,West Midlands,2017,0.588,43.3,0.18,0.82,0.00,0.00,0.14,0.68,0.09,0.09,0.11,
E14000893,Reigate,South East,2017,0.697,48.1,0.50,0.50,0.00,0.00,0.27,0.64,0.00,0.09,0.12,
E14000894,Ribble Valley,North West,2017,0.683,48.1,0.33,0.56,0.11,0.00,0.17,0.78,0.04,0.00,-0.04,
E14000895,Richmond (Yorks),Yorkshire and The Humber,2017,0.687,47.5,0.14,0.57,0.14,0.14,0.10,0.77,0.10,0.03,0.09,
E14000896,Richmond Park,London,2017,0.819,59.6,0.60,0.40,0.00,0.00,0.57,0.43,0.00,0.00,0.5,
E14000897,Rochdale,North West,2017,0.558,41.6,0.17,0.67,0.17,0.00,0.12,0.71,0.15,0.03,-0.17,
E14000898,Rochester and Strood,South East,2017,0.680,50.2,0.50,0.50,0.00,0.00,0.14,0.67,0.17,0.03,0.17,
E14000899,Rochford and Southend East,East,2017,0.659,46.6,0.20,0.40,0.20,0.20,0.13,0.78,0.00,0.09,0.04,
E14000900,Romford,London,2017,0.635,45.1,0.00,0.33,0.33,0.33,0.17,0.75,0.08,0.00,-0.14,
E14000901,Romsey and Southampton North,South East,2017,0.692,47.4,0.00,1.00,0.00,0.00,0.14,0.76,0.10,0.00,0.02,
E14000902,Rossendale and Darwen,North West,2017,0.632,45.1,0.13,0.63,0.13,0.13,0.28,0.56,0.14,0.02,-0.42,
E14000903,Rother Valley,Yorkshire and The Humber,2017,0.628,46.1,0.20,0.60,0.20,0.00,0.17,0.66,0.17,0.00,0.09,
E14000904,Rotherham,Yorkshire and The Humber,2017,0.556,44.6,0.17,0.67,0.00,0.17,0.10,0.70,0.17,0.03,0.12,
E14000905,Rugby,West Midlands,2017,0.722,50.8,0.50,0.17,0.00,0.33,0.16,0.71,0.06,0.06,0.1,
E14000906,"Ruislip, Northwood and Pinner",London,2017,0.709,48.4,0.25,0.50,0.25,0.00,0.24,0.71,0.05,0.00,0.05,
E14000907,Runnymede and Weybridge,South East,2017,0.787,53.8,0.20,0.80,0.00,0.00,0.28,0.69,0.03,0.00,0.35,
E14000908,Rushcliffe,East Midlands,2017,0.773,53.4,0.29,0.71,0.00,0.00,0.32,0.65,0.03,0.00,0.13,
E14000909,Rutland and Melton,East Midlands,2017,0.731,50.1,0.17,0.83,0.00,0.00,0.20,0.67,0.10,0.02,0.2,
E14000910,Saffron Walden,East,2017,0.703,49.2,0.17,0.50,0.33,0.00,0.18,0.76,0.04,0.02,-0.04,
E14000911,Salford and Eccles,North West,2017,0.518,40.1,0.00,0.75,0.25,0.00,0.20,0.70,0.07,0.03,-0.41,
E14000912,Salisbury,South West,2017,0.654,48.8,0.22,0.67,0.00,0.11,0.22,0.59,0.11,0.08,-0.27,
E14000913,Scarborough and Whitby,Yorkshire and The Humber,2017,0.565,41.6,0.00,0.67,0.00,0.33,0.13,0.72,0.13,0.03,-0.14,
E14000914,Scunthorpe,Yorkshire and The Humber,2017,0.635,43.0,0.00,0.88,0.13,0.00,0.23,0.62,0.12,0.04,0.04,
E14000915,Sedgefield,North East,2017,0.628,46.7,0.33,0.33,0.33,0.00,0.32,0.53,0.15,0.00,0.01,
E14000916,Sefton Central,North West,2017,0.649,46.8,0.25,0.50,0.25,0.00,0.26,0.74,0.00,0.00,-0.1,
E14000917,Selby and Ainsty,Yorkshire and The Humber,2017,0.708,48.8,0.00,0.83,0.17,0.00,0.08,0.84,0.06,0.02,0.14,
E14000918,Sevenoaks,London,2017,0.492,39.2,0.00,1.00,0.00,0.00,0.15,0.76,0.09,0.00,-0.17,
E14000919,Sheffield Central,Yorkshire and The Humber,2017,0.557,45.1,0.00,1.00,0.00,0.00,0.19,0.67,0.14,0.00,0.08,
E14000920,Sheffield South East,Yorkshire and The Humber,2017,0.534,44.1,0.33,0.00,0.33,0.33,0.08,0.71,0.17,0.04,0.02,
E14000921,"Sheffield, Brightside and Hillsborough",Yorkshire and The Humber,2017,0.444,37.4,0.00,0.67,0.00,0.33,0.14,0.55,0.24,0.07,-0.22,
E14000922,"Sheffield, Hallam",Yorkshire and The Humber,2017,0.749,51.4,0.57,0.14,0.29,0.00,0.36,0.59,0.05,0.00,0.15,
E14000923,"Sheffield, Heeley",Yorkshire and The Humber,2017,0.575,41.7,0.00,0.60,0.40,0.00,0.05,0.70,0.25,0.00,0.04,
E14000924,Sherwood,East Midlands,2017,0.572,44.8,0.00,1.00,0.00,0.00,0.06,0.72,0.19,0.03,-0.07,
E14000925,Shipley,Yorkshire and The Humber,2017,0.638,45.4,0.20,0.60,0.00,0.20,0.12,0.54,0.23,0.12,0.04,
E14000926,Shrewsbury and Atcham,West Midlands,2017,0.662,46.3,0.50,0.50,0.00,0.00,0.17,0.69,0.09,0.06,-0.07,
E14000927,Sittingbourne and Sheppey,South East,2017,0.553,42.6,0.33,0.50,0.17,0.00,0.17,0.71,0.11,0.00,-0.12,
E14000928,Skipton and Ripon,Yorkshire and The Humber,2017,0.799,56.4,0.56,0.33,0.00,0.11,0.25,0.57,0.10,0.07,0.44,
E14000929,Sleaford and North Hykeham,East Midlands,2017,0.670,47.6,0.14,0.86,0.00,0.00,0.24,0.73,0.04,0.00,-0.15,
E14000930,Slough,South East,2017,0.744,52.9,0.54,0.31,0.08,0.08,0.23,0.62,0.15,0.00,0.35,
E14000931,Solihull,West Midlands,2017,0.707,48.6,0.29,0.43,0.14,0.14,0.37,0.53,0.07,0.03,0.02,
E14000932,Somerton and Frome,South West,2017,0.664,46.4,0.00,0.75,0.13,0.13,0.14,0.67,0.16,0.04,-0.1,
E14000933,South Basildon and East Thurrock,East,2017,0.575,44.5,0.00,0.83,0.00,0.17,0.11,0.89,0.00,0.00,-0.03,
E14000934,South Cambridgeshire,East,2017,0.760,52.5,0.30,0.60,0.10,0.00,0.09,0.85,0.04,0.02,0.28,
E14000935,South Derbyshire,East Midlands,2017,0.636,44.1,0.00,0.00,0.75,0.25,0.21,0.58,0.16,0.05,-0.34,
E14000936,South Dorset,South West,2017,0.488,36.2,0.00,0.25,0.50,0.25,0.21,0.63,0.17,0.00,-0.71,
E14000937,South East Cambridgeshire,East,2017,0.664,47.7,0.33,0.50,0.00,0.17,0.10,0.82,0.05,0.03,0.1,
E14000938,South East Cornwall,South West,2017,0.565,42.8,0.00,0.80,0.00,0.20,0.14,0.63,0.21,0.02,-0.2,
E14000939,South Holland and The Deepings,East Midlands,2017,0.620,45.7,0.14,0.43,0.14,0.29,0.08,0.73,0.15,0.05,-0.05,
E14000940,South Leicestershire,East Midlands,2017,0.692,44.7,0.43,0.43,0.14,0.00,0.15,0.73,0.09,0.03,-0.25,
E14000941,South Norfolk,East,2017,0.728,49.7,0.29,0.71,0.00,0.00,0.24,0.63,0.11,0.02,0.17,
E14000942,South Northamptonshire,East Midlands,2017,0.662,46.3,0.14,0.57,0.29,0.00,0.21,0.69,0.06,0.04,-0.12,
E14000943,South Ribble,North West,2017,0.740,49.8,0.40,0.40,0.20,0.00,0.18,0.77,0.05,0.00,0.08,
E14000944,South Shields,North East,2017,0.607,44.1,0.60,0.00,0.20,0.20,0.22,0.70,0.09,0.00,-0.32,
E14000945,South Staffordshire,West Midlands,2017,0.601,44.0,0.00,0.44,0.33,0.22,0.21,0.72,0.03,0.03,-0.29,
E14000946,South Suffolk,East,2017,0.670,46.3,0.00,1.00,0.00,0.00,0.26,0.59,0.05,0.10,0.02,
E14000947,South Swindon,South West,2017,0.607,44.8,0.00,0.57,0.14,0.29,0.13,0.80,0.07,0.00,-0.09,
E14000948,South Thanet,London,2017,0.554,43.2,0.29,0.57,0.00,0.14,0.28,0.60,0.12,0.00,-0.32,
E14000949,South West Bedfordshire,East,2017,0.605,42.4,0.00,0.70,0.30,0.00,0.23,0.51,0.14,0.11,-0.28,
E14000950,South West Devon,South West,2017,0.724,49.3,0.40,0.60,0.00,0.00,0.23,0.65,0.10,0.03,0.16,
E14000951,South West Hertfordshire,East,2017,0.817,53.7,0.17,0.83,0.00,0.00,0.29,0.68,0.03,0.00,0.16,
E14000952,South West Norfolk,East,2017,0.571,43.5,0.00,0.50,0.50,0.00,0.08,0.56,0.24,0.12,-0.07,
E14000953,South West Surrey,South East,2017,0.743,49.8,0.33,0.50,0.17,0.00,0.27,0.67,0.03,0.03,0.08,
E14000954,South West Wiltshire,South West,2017,0.640,46.0,0.20,0.80,0.00,0.00,0.10,0.71,0.10,0.10,0.02,
E14000955,"Southampton, Itchen",South East,2017,0.540,42.5,0.00,0.40,0.40,0.20,0.38,0.38,0.21,0.04,-0.26,
E14000956,"Southampton, Test",South East,2017,0.627,46.9,0.20,0.80,0.00,0.00,0.13,0.71,0.13,0.04,0.19,
E14000957,Southend West,East,2017,0.746,53.2,0.43,0.43,0.14,0.00,0.13,0.73,0.13,0.00,0.07,
E14000958,Southport,North West,2017,0.664,47.5,0.40,0.20,0.20,0.20,0.10,0.85,0.05,0.00,0.13,
E14000959,Spelthorne,South East,2017,0.724,49.5,0.17,0.67,0.17,0.00,0.05,0.81,0.10,0.05,0.2,
E14000960,St Albans,East,2017,0.770,53.0,0.44,0.44,0.00,0.11,0.34,0.63,0.00,0.03,0.32,
E14000961,St Austell and Newquay,South West,2017,0.589,44.8,0.17,0.17,0.50,0.17,0.32,0.55,0.10,0.03,-0.17,
E14000962,St Helens North,North West,2017,0.606,43.1,0.00,0.67,0.17,0.17,0.30,0.60,0.10,0.00,-0.48,
E14000963,St Helens South and Whiston,North West,2017,0.600,43.8,0.00,0.25,0.50,0.25,0.31,0.59,0.09,0.00,-0.5,
E14000964,St Ives,South West,2017,0.615,46.4,0.29,0.43,0.00,0.29,0.09,0.84,0.05,0.02,0.03,
E14000965,Stafford,West Midlands,2017,0.677,47.5,0.00,0.89,0.00,0.11,0.18,0.48,0.27,0.06,-0.01,
E14000966,Staffordshire Moorlands,West Midlands,2017,0.626,44.9,0.00,0.89,0.11,0.00,0.17,0.69,0.11,0.03,-0.09,
E14000967,Stalybridge and Hyde,North West,2017,0.624,44.7,0.14,0.43,0.29,0.14,0.06,0.91,0.03,0.00,-0.14,
E14000968,Stevenage,East,2017,0.575,41.5,0.00,0.67,0.17,0.17,0.18,0.75,0.07,0.00,-0.37,
E14000969,Stockport,North West,2017,0.691,48.0,0.50,0.50,0.00,0.00,0.27,0.62,0.12,0.00,0.18,
E14000970,Stockton North,North East,2017,0.567,41.6,0.00,0.67,0.33,0.00,0.17,0.76,0.07,0.00,-0.22,
E14000971,Stockton South,North East,2017,0.663,47.3,0.30,0.50,0.10,0.10,0.27,0.67,0.07,0.00,-0.05,
E14000972,Stoke-on-Trent Central,West Midlands,2017,0.651,47.8,0.33,0.33,0.33,0.00,0.04,0.84,0.08,0.04,0.15,
E14000973,Stoke-on-Trent North,West Midlands,2017,0.505,42.0,0.00,0.70,0.30,0.00,0.14,0.83,0.00,0.03,-0.25,
E14000974,Stoke-on-Trent South,West Midlands,2017,0.528,43.1,0.00,0.40,0.60,0.00,0.25,0.50,0.25,0.00,-0.06,
E14000975,Stone,West Midlands,2017,0.705,49.2,0.14,0.57,0.14,0.14,0.15,0.82,0.00,0.03,0.13,
E14000976,Stourbridge,West Midlands,2017,0.647,45.1,0.20,0.60,0.00,0.20,0.05,0.71,0.24,0.00,-0.21,
E14000977,Stratford-on-Avon,West Midlands,2017,0.784,55.2,0.56,0.44,0.00,0.00,0.15,0.73,0.08,0.05,0.22,
E14000978,Streatham,London,2017,0.705,49.1,0.57,0.29,0.14,0.00,0.42,0.54,0.04,0.00,0.16,
E14000979,Stretford and Urmston,North West,2017,0.672,47.3,0.13,0.63,0.25,0.00,0.29,0.61,0.06,0.03,-0.25,
E14000980,Stroud,South West,2017,0.699,50.5,0.33,0.50,0.17,0.00,0.12,0.77,0.08,0.04,-0.05,
E14000981,Suffolk Coastal,East,2017,0.629,44.6,0.25,0.50,0.00,0.25,0.05,0.79,0.13,0.03,-0.06,
E14000982,Sunderland Central,North East,2017,0.603,46.8,0.17,0.50,0.17,0.17,0.18,0.82,0.00,0.00,-0.07,
E14000983,Surrey Heath,South East,2017,0.721,49.8,0.40,0.60,0.00,0.00,0.32,0.65,0.03,0.00,0.06,
E14000984,Sutton and Cheam,London,2017,0.790,52.8,0.60,0.40,0.00,0.00,0.35,0.53,0.06,0.06,0.11,
E14000985,Sutton Coldfield,West Midlands,2017,0.806,56.0,0.43,0.29,0.14,0.14,0.52,0.40,0.08,0.00,0.2,
E14000986,Tamworth,West Midlands,2017,0.504,38.8,0.00,0.40,0.60,0.00,0.14,0.69,0.11,0.06,-0.36,
E14000987,Tatton,North West,2017,0.726,48.9,0.00,1.00,0.00,0.00,0.23,0.77,0.00,0.00,0.02,
E14000988,Taunton Deane,South West,2017,0.664,46.5,0.33,0.33,0.17,0.17,0.05,0.71,0.12,0.12,-0.11,
E14000989,Telford,West Midlands,2017,0.566,42.9,0.17,0.50,0.33,0.00,0.14,0.72,0.14,0.00,-0.27,
E14000990,Tewkesbury,South West,2017,0.580,41.7,0.00,0.80,0.20,0.00,0.25,0.61,0.14,0.00,-0.43,
E14000991,The Cotswolds,South West,2017,0.734,50.1,0.29,0.57,0.14,0.00,0.18,0.76,0.04,0.02,0,
E14000992,The Wrekin,West Midlands,2017,0.694,49.7,0.29,0.29,0.29,0.14,0.24,0.72,0.03,0.00,-0.01,
E14000993,Thirsk and Malton,Yorkshire and The Humber,2017,0.698,48.1,0.14,0.57,0.00,0.29,0.16,0.73,0.09,0.02,0.16,
E14000994,Thornbury and Yate,South West,2017,0.647,45.4,0.00,0.20,0.60,0.20,0.17,0.75,0.06,0.03,-0.21,
E14000995,Thurrock,East,2017,0.596,44.0,0.29,0.57,0.14,0.00,0.11,0.82,0.07,0.00,0.1,
E14000996,Tiverton and Honiton,South West,2017,0.608,48.0,0.33,0.67,0.00,0.00,0.18,0.62,0.20,0.00,-0.12,
E14000997,Tonbridge and Malling,South East,2017,0.741,53.8,0.33,0.67,0.00,0.00,0.24,0.62,0.09,0.06,0.13,
E14000998,Tooting,London,2017,0.674,47.8,0.75,0.25,0.00,0.00,0.35,0.60,0.00,0.05,-0.01,
E14000999,Torbay,South West,2017,0.704,50.5,0.40,0.60,0.00,0.00,0.14,0.73,0.05,0.09,0.01,
E14001000,Torridge and West Devon,South West,2017,0.649,44.7,0.00,0.60,0.00,0.40,0.17,0.67,0.13,0.04,-0.23,
E14001001,Totnes,South West,2017,0.684,48.5,0.33,0.67,0.00,0.00,0.16,0.65,0.13,0.06,0.12,
E14001002,Tottenham,London,2017,0.560,41.2,0.50,0.50,0.00,0.00,0.12,0.85,0.03,0.00,0.15,
E14001003,Truro and Falmouth,South West,2017,0.696,49.4,0.20,0.80,0.00,0.00,0.09,0.79,0.12,0.00,0.3,
E14001004,Tunbridge Wells,South East,2017,0.782,54.1,0.71,0.29,0.00,0.00,0.21,0.71,0.07,0.00,0.29,
E14001005,Twickenham,London,2017,0.763,51.6,0.50,0.00,0.33,0.17,0.42,0.46,0.08,0.04,0.09,
E14001006,Tynemouth,North East,2017,0.711,49.6,0.27,0.55,0.18,0.00,0.35,0.61,0.04,0.00,0.08,
E14001007,Uxbridge and South Ruislip,London,2017,0.640,45.6,0.43,0.29,0.14,0.14,0.37,0.52,0.11,0.00,0.12,
E14001008,Vauxhall,London,2017,0.588,41.7,0.43,0.43,0.00,0.14,0.43,0.48,0.10,0.00,-0.29,
E14001009,Wakefield,Yorkshire and The Humber,2017,0.670,46.4,0.25,0.50,0.25,0.00,0.16,0.68,0.13,0.03,0.06,
E14001010,Wallasey,North West,2017,0.458,39.4,0.20,0.40,0.20,0.20,0.05,0.86,0.10,0.00,-0.25,
E14001011,Walsall North,West Midlands,2017,0.405,38.0,0.00,0.25,0.50,0.25,0.06,0.65,0.16,0.13,-0.49,
E14001012,Walsall South,West Midlands,2017,0.636,47.7,0.38,0.50,0.13,0.00,0.20,0.63,0.17,0.00,0.11,
E14001013,Walthamstow,London,2017,0.590,45.0,0.13,0.88,0.00,0.00,0.18,0.82,0.00,0.00,0.22,
E14001014,Wansbeck,North East,2017,0.552,42.8,0.13,0.25,0.38,0.25,0.16,0.63,0.21,0.00,-0.33,
E14001015,Wantage,South East,2017,0.666,47.0,0.60,0.40,0.00,0.00,0.14,0.68,0.18,0.00,-0.08,
E14001016,Warley,West Midlands,2017,0.553,44.3,0.33,0.50,0.17,0.00,0.21,0.68,0.11,0.00,0.06,
E14001017,Warrington North,North West,2017,0.611,43.6,0.00,0.60,0.40,0.00,0.24,0.73,0.03,0.00,-0.18,
E14001018,Warrington South,North West,2017,0.729,48.9,0.14,0.43,0.29,0.14,0.28,0.69,0.03,0.00,-0.09,
E14001019,Warwick and Leamington,West Midlands,2017,0.663,46.4,0.00,1.00,0.00,0.00,0.18,0.71,0.07,0.04,0.08,
E14001020,Washington and Sunderland West,North East,2017,0.538,43.1,0.00,0.50,0.25,0.25,0.14,0.82,0.04,0.00,-0.38,
E14001021,Watford,East,2017,0.764,52.6,0.57,0.43,0.00,0.00,0.26,0.69,0.06,0.00,0.16,
E14001022,Waveney,East,2017,0.578,41.5,0.00,0.71,0.14,0.14,0.10,0.50,0.30,0.10,0,
E14001023,Wealden,South East,2017,0.703,48.8,0.00,1.00,0.00,0.00,0.15,0.74,0.05,0.05,0.27,
E14001024,Weaver Vale,North West,2017,0.705,48.8,0.29,0.57,0.14,0.00,0.25,0.65,0.10,0.00,0.04,
E14001025,Wellingborough,East Midlands,2017,0.574,43.4,0.17,0.50,0.00,0.33,0.12,0.59,0.21,0.09,-0.12,
E14001026,Wells,South West,2017,0.672,47.4,0.13,0.63,0.00,0.25,0.24,0.66,0.11,0.00,-0.13,
E14001027,Welwyn Hatfield,East,2017,0.667,45.4,0.17,0.50,0.33,0.00,0.18,0.71,0.09,0.03,-0.24,
E14001028,Wentworth and Dearne,Yorkshire and The Humber,2017,0.576,43.1,0.00,0.50,0.33,0.17,0.11,0.64,0.14,0.11,-0.13,
E14001029,West Bromwich East,West Midlands,2017,0.516,40.2,0.00,0.75,0.25,0.00,0.15,0.69,0.12,0.04,-0.41,
E14001030,West Bromwich West,West Midlands,2017,0.506,42.3,0.20,0.40,0.20,0.20,0.27,0.57,0.07,0.10,-0.26,
E14001031,West Dorset,South West,2017,0.679,48.0,0.40,0.50,0.10,0.00,0.18,0.56,0.23,0.03,-0.01,
E14001032,West Ham,London,2017,0.637,47.0,0.38,0.38,0.23,0.00,0.32,0.62,0.03,0.03,0.23,
E14001033,West Lancashire,North West,2017,0.628,44.6,0.00,0.57,0.29,0.14,0.33,0.60,0.06,0.00,-0.29,
E14001034,West Suffolk,East,2017,0.572,42.8,0.17,0.50,0.33,0.00,0.17,0.66,0.11,0.06,0,
E14001035,West Worcestershire,West Midlands,2017,0.709,49.3,0.29,0.71,0.00,0.00,0.26,0.67,0.04,0.02,0.06,
E14001036,Westminster North,London,2017,0.725,50.1,0.83,0.00,0.00,0.17,0.18,0.77,0.00,0.05,0.49,
E14001037,Westmorland and Lonsdale,North West,2017,0.722,49.1,0.13,0.63,0.13,0.13,0.15,0.80,0.02,0.02,0.05,
E14001038,Weston-Super-Mare,South West,2017,0.622,43.5,0.33,0.17,0.33,0.17,0.07,0.80,0.13,0.00,-0.22,
E14001039,Wigan,North West,2017,0.615,45.3,0.00,0.71,0.14,0.14,0.34,0.59,0.03,0.03,-0.13,
E14001040,Wimbledon,London,2017,0.751,53.3,0.60,0.40,0.00,0.00,0.38,0.57,0.05,0.00,0.53,
E14001041,Winchester,South East,2017,0.807,54.1,0.33,0.67,0.00,0.00,0.27,0.70,0.00,0.03,0.19,
E14001042,Windsor,South East,2017,0.679,47.8,0.25,0.63,0.13,0.00,0.17,0.66,0.17,0.00,0.12,
E14001043,Wirral South,North West,2017,0.739,53.2,0.60,0.00,0.40,0.00,0.24,0.67,0.10,0.00,0.23,
E14001044,Wirral West,North West,2017,0.754,52.3,0.33,0.67,0.00,0.00,0.33,0.62,0.05,0.00,0.12,
E14001045,Witham,East,2017,0.609,44.4,0.20,0.80,0.00,0.00,0.19,0.69,0.09,0.03,-0.2,
